time_s,cart_pos_m,cart_vel_mps,pendulum_angle_wrapped_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N,mass_matrix_11,mass_matrix_12,mass_matrix_22
19.360000,4.773550,-0.460521,-0.855236,7.275523,-5.420223,18.266240,2.029482,2.500000,0.196812,0.180000
19.380000,4.763250,-0.569318,-0.706110,7.634201,-5.393727,17.449240,1.843977,2.500000,0.228268,0.180000
19.400000,4.750809,-0.673170,-0.550044,7.966031,-4.902554,15.512277,1.662158,2.500000,0.255750,0.180000
19.420000,4.736426,-0.761538,-0.387822,8.244767,-3.832983,12.097010,1.489165,2.500000,0.277720,0.180000
19.440000,4.720530,-0.822516,-0.220814,8.439358,-2.173224,7.115144,1.329512,2.500000,0.292716,0.180000
19.460000,4.703780,-0.845582,-0.051001,8.521553,-0.086613,0.977675,1.186970,2.500000,0.299610,0.180000
19.480000,4.686998,-0.825323,0.119196,8.476726,2.096083,-5.412924,1.064490,2.500000,0.297871,0.180000
19.500000,4.671045,-0.763609,0.287254,8.310281,4.003048,-11.030648,0.964141,2.500000,0.287708,0.180000
19.520000,4.656675,-0.668774,0.450948,8.045308,5.381400,-15.198051,0.887092,2.500000,0.270010,0.180000
19.540000,4.644438,-0.552348,0.608617,7.713029,6.165316,-17.778291,0.833615,2.500000,0.246132,0.180000
19.560000,4.634649,-0.425622,0.759220,7.343056,6.431714,-19.030272,0.803127,2.500000,0.217612,0.180000
19.580000,4.627421,-0.297623,0.902241,6.957988,6.316329,-19.355465,0.794255,2.500000,0.185956,0.180000
19.600000,4.622710,-0.174618,1.037538,6.572532,5.952539,-19.123098,0.804922,2.500000,0.152503,0.180000
19.620000,4.620376,-0.060469,1.165196,6.194948,5.445521,-18.604524,0.832466,2.500000,0.118371,0.180000
19.640000,4.620218,0.042745,1.285415,5.829086,4.869174,-17.973358,0.873765,2.500000,0.084457,0.180000
19.660000,4.622007,0.134162,1.398445,5.476096,4.271978,-17.328829,0.925379,2.500000,0.051450,0.180000
19.680000,4.625505,0.213693,1.504543,5.135680,3.684400,-16.720672,0.983700,2.500000,0.019862,0.180000
19.700000,4.630478,0.281727,1.603950,4.806892,3.124949,-16.168374,1.045102,2.500000,-0.009944,0.180000
19.720000,4.636702,0.338950,1.696888,4.488557,2.604356,-15.674333,1.106083,2.500000,-0.037727,0.180000
19.740000,4.643970,0.386200,1.783555,4.179570,2.128385,-15.232305,1.163408,2.500000,-0.063347,0.180000
19.760000,4.652090,0.424399,1.864127,3.878980,1.699497,-14.832635,1.214227,2.500000,-0.086743,0.180000
19.780000,4.660892,0.454496,1.938765,3.586048,1.317922,-14.465392,1.256182,2.500000,-0.107916,0.180000
19.800000,4.670222,0.477424,2.007616,3.300209,0.982298,-14.122146,1.287489,2.500000,-0.126918,0.180000
19.820000,4.679947,0.494078,2.070818,3.021044,0.690143,-13.796832,1.306998,2.500000,-0.143833,0.180000
19.840000,4.689949,0.505297,2.128500,2.748236,0.438211,-13.485995,1.314220,2.500000,-0.158772,0.180000
19.860000,4.700128,0.511850,2.180788,2.481515,0.222789,-13.188613,1.309336,2.500000,-0.171858,0.180000
19.880000,4.710397,0.514426,2.227799,2.220598,0.039963,-12.905679,1.293175,2.500000,-0.183224,0.180000
19.900000,4.720682,0.513640,2.269648,1.965175,-0.114132,-12.639630,1.267158,2.500000,-0.193002,0.180000
19.920000,4.730923,0.510028,2.306441,1.714878,-0.243113,-12.393772,1.233233,2.500000,-0.201320,0.180000
19.940000,4.741068,0.504060,2.338275,1.469265,-0.350197,-12.171752,1.193774,2.500000,-0.208297,0.180000
19.960000,4.751073,0.496148,2.365239,1.227825,-0.438095,-11.977108,1.151470,2.500000,-0.214042,0.180000
19.980000,4.760903,0.486650,2.387412,0.989978,-0.508954,-11.812952,1.109203,2.500000,-0.218650,0.180000
20.000000,4.770530,0.475893,2.404858,0.755087,-0.564344,-11.681776,1.069908,2.500000,-0.222200,0.180000
