time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N,mass_matrix_11,mass_matrix_12,mass_matrix_22
10.800000,2.333776,0.476645,10.158607,3.028178,-1.428941,9.181302,-3.775439,2.500000,-0.222785,0.180000
10.820000,2.343022,0.447798,10.221061,3.219857,-1.461488,9.982814,-3.525139,2.500000,-0.209811,0.180000
10.840000,2.351681,0.417935,10.287507,3.427326,-1.531703,10.759505,-3.251668,2.500000,-0.195110,0.180000
10.860000,2.359727,0.386233,10.358255,3.650044,-1.646317,11.507681,-2.957820,2.500000,-0.178513,0.180000
10.880000,2.367112,0.351746,10.433606,3.887439,-1.811377,12.226840,-2.646559,2.500000,-0.159856,0.180000
10.900000,2.373771,0.313411,10.513847,4.138951,-2.031820,12.920366,-2.320988,2.500000,-0.138993,0.180000
10.920000,2.379615,0.270079,10.599255,4.404130,-2.311080,13.595789,-1.984320,2.500000,-0.115808,0.180000
10.940000,2.384533,0.220563,10.690102,4.682733,-2.650686,14.264444,-1.639850,2.500000,-0.090223,0.180000
10.960000,2.388389,0.163656,10.786654,4.974756,-3.049736,14.940265,-1.290921,2.500000,-0.062221,0.180000
10.980000,2.391022,0.098203,10.889183,5.280488,-3.504200,15.637366,-0.940893,2.500000,-0.031857,0.180000
11.000000,2.392253,0.023173,10.997968,5.600462,-4.005757,16.365937,-0.593113,2.500000,0.000718,0.180000
11.020000,2.391880,-0.062246,11.113301,5.935337,-4.539856,17.125544,-0.250880,2.500000,0.035237,0.180000
11.040000,2.389691,-0.158481,11.235484,6.285556,-5.082409,17.894489,0.082581,2.500000,0.071285,0.180000
11.060000,2.385470,-0.265343,11.364824,6.650790,-5.594676,18.613328,0.404153,2.500000,0.108275,0.180000
11.080000,2.379013,-0.381670,11.501603,7.028972,-6.015906,19.160882,0.710856,2.500000,0.145412,0.180000
11.100000,2.370157,-0.504769,11.646033,7.414680,-6.254399,19.323697,0.999873,2.500000,0.181666,0.180000
11.120000,2.358809,-0.629779,11.798172,7.797173,-6.181630,18.769986,1.268575,2.500000,0.215749,0.180000
11.140000,2.345005,-0.748910,11.957777,8.157793,-5.639389,17.058948,1.514549,2.500000,0.246136,0.180000
11.160000,2.328965,-0.851210,12.124153,8.468771,-4.479508,13.744563,1.735616,2.500000,0.271142,0.180000
11.180000,2.311156,-0.923576,12.295966,8.695402,-2.648689,8.621502,1.929855,2.500000,0.289099,0.180000
11.200000,2.292306,-0.953578,12.471177,8.803710,-0.288631,2.032946,2.095616,2.500000,0.298642,0.180000
11.220000,2.273345,-0.933954,12.647185,8.773370,2.241500,-5.043515,2.231537,2.500000,0.299021,0.180000
11.240000,2.255273,-0.865788,12.821200,8.607048,4.496278,-11.373311,2.336554,2.500000,0.290312,0.180000
11.260000,2.238978,-0.758173,12.990722,8.329481,6.149440,-16.071820,2.409915,2.500000,0.273392,0.180000
11.280000,2.225119,-0.624523,13.153878,7.976663,7.101736,-18.914199,2.451179,2.500000,0.249697,0.180000
11.300000,2.214081,-0.478231,13.309521,7.583399,7.437354,-20.189968,2.460222,2.500000,0.220902,0.180000
11.320000,2.206002,-0.330060,13.457124,7.176275,7.318078,-20.382540,2.437240,2.500000,0.188648,0.180000
11.340000,2.200840,-0.187468,13.596595,6.772303,6.903430,-19.939874,2.382740,2.500000,0.154388,0.180000
11.360000,2.198435,-0.055056,13.728100,6.380706,6.317421,-19.188960,2.297537,2.500000,0.119326,0.180000
11.380000,2.198553,0.064660,13.851932,6.005400,5.645177,-18.336812,2.182747,2.500000,0.084415,0.180000
11.400000,2.200929,0.170539,13.968430,5.647125,4.941045,-17.500769,2.039771,2.500000,0.050381,0.180000
11.420000,2.205280,0.262316,14.077925,5.304856,4.238101,-16.739530,1.870280,2.500000,0.017762,0.180000
11.440000,2.211329,0.340208,14.180720,4.976874,3.555983,-16.076457,1.676205,2.500000,-0.013062,0.180000
11.460000,2.218800,0.404766,14.277081,4.661128,2.905899,-15.514810,1.459707,2.500000,-0.041837,0.180000
11.480000,2.227435,0.456700,14.367233,4.355653,2.294115,-15.047276,1.223162,2.500000,-0.068413,0.180000
11.500000,2.236989,0.496809,14.451364,4.058689,1.723891,-14.661630,0.969136,2.500000,-0.092716,0.180000
11.520000,2.247234,0.525941,14.529627,3.768730,1.196626,-14.344147,0.700359,2.500000,-0.114739,0.180000
11.540000,2.257959,0.544962,14.602151,3.484558,0.712520,-14.081597,0.419696,2.500000,-0.134523,0.180000
11.560000,2.268971,0.554726,14.669041,3.205183,0.270895,-13.862405,0.130120,2.500000,-0.152145,0.180000
11.580000,2.280092,0.556072,14.730385,2.929834,-0.129571,-13.677256,-0.165316,2.500000,-0.167710,0.180000
11.600000,2.291163,0.549805,14.786258,2.657908,-0.490698,-13.519309,-0.463511,2.500000,-0.181339,0.180000
11.620000,2.302039,0.536692,14.836721,2.388912,-0.814683,-13.384122,-0.761345,2.500000,-0.193163,0.180000
11.640000,2.312590,0.517449,14.881831,2.122410,-1.103966,-13.269389,-1.055713,2.500000,-0.203317,0.180000
11.660000,2.322700,0.492748,14.921632,1.858003,-1.361072,-13.174523,-1.343551,2.500000,-0.211934,0.180000
11.680000,2.332268,0.463205,14.956162,1.595291,-1.588476,-13.100185,-1.621868,2.500000,-0.219138,0.180000
11.700000,2.341200,0.429391,14.985452,1.333850,-1.788462,-13.047792,-1.887775,2.500000,-0.225044,0.180000
11.720000,2.349418,0.391835,15.009521,1.073222,-1.962998,-13.019048,-2.138514,2.500000,-0.229754,0.180000
11.740000,2.356852,0.351030,15.028383,0.812920,-2.113630,-13.015529,-2.371484,2.500000,-0.233351,0.180000
11.760000,2.363441,0.307442,15.042037,0.552425,-2.241398,-13.038350,-2.584264,2.500000,-0.235903,0.180000
11.780000,2.369134,0.261523,15.050475,0.291207,-2.346772,-13.087886,-2.774641,2.500000,-0.237459,0.180000
11.800000,2.373889,0.213722,15.053677,0.028735,-2.429599,-13.163571,-2.940629,2.500000,-0.238045,0.180000
11.820000,2.377673,0.164495,15.051613,-0.235499,-2.489079,-13.263774,-3.080486,2.500000,-0.237667,0.180000
11.840000,2.380463,0.114324,15.044242,-0.501961,-2.523749,-13.385739,-3.192734,2.500000,-0.236312,0.180000
11.860000,2.382243,0.063724,15.031517,-0.771048,-2.531484,-13.525620,-3.276172,2.500000,-0.233941,0.180000
11.880000,2.383013,0.013262,15.013381,-1.043073,-2.509535,-13.678608,-3.329887,2.500000,-0.230496,0.180000
11.900000,2.382779,-0.036437,14.989773,-1.318244,-2.454591,-13.839182,-3.353263,2.500000,-0.225899,0.180000
11.920000,2.381565,-0.084677,14.960629,-1.596652,-2.362886,-14.001504,-3.345987,2.500000,-0.220051,0.180000
11.940000,2.379407,-0.130681,14.925885,-1.878278,-2.230356,-14.159960,-3.308050,2.500000,-0.212835,0.180000
11.960000,2.376358,-0.173591,14.885477,-2.162994,-2.052838,-14.309849,-3.239748,2.500000,-0.204120,0.180000
11.980000,2.372490,-0.212467,14.839346,-2.450593,-1.826322,-14.448170,-3.141681,2.500000,-0.193765,0.180000
12.000000,2.367893,-0.246293,14.787436,-2.740840,-1.547207,-14.574441,-3.014742,2.500000,-0.181620,0.180000
12.020000,2.362679,-0.273986,14.729696,-3.033511,-1.212578,-14.691457,-2.860112,2.500000,-0.167538,0.180000
12.040000,2.356982,-0.294412,14.666081,-3.328477,-0.820425,-14.805839,-2.679246,2.500000,-0.151379,0.180000
12.060000,2.350959,-0.306412,14.596542,-3.625795,-0.369806,-14.928273,-2.473861,2.500000,-0.133016,0.180000
12.080000,2.344790,-0.308817,14.521031,-3.925760,0.139028,-15.073342,-2.245916,2.500000,-0.112352,0.180000
12.100000,2.338678,-0.300472,14.439490,-4.228998,0.704583,-15.258850,-1.997594,2.500000,-0.089322,0.180000
12.120000,2.332850,-0.280273,14.351843,-4.536515,1.324041,-15.504592,-1.731281,2.500000,-0.063909,0.180000
12.140000,2.327553,-0.247182,14.257991,-4.849714,1.993008,-15.830439,-1.449543,2.500000,-0.036159,0.180000
12.160000,2.323055,-0.200264,14.157804,-5.170386,2.704975,-16.253485,-1.155099,2.500000,-0.006191,0.180000
12.180000,2.319640,-0.138760,14.051112,-5.500572,3.450107,-16.783717,-0.850794,2.500000,0.025785,0.180000
12.200000,2.317605,-0.062140,13.937704,-5.842425,4.213160,-17.417179,-0.539577,2.500000,0.059443,0.180000
12.220000,2.317256,0.029728,13.817325,-6.197767,4.969783,-18.125115,-0.224463,2.500000,0.094325,0.180000
12.240000,2.318893,0.136350,13.689697,-6.567461,5.680857,-18.836968,0.091490,2.500000,0.129806,0.180000
12.260000,2.322799,0.256256,13.554537,-6.950388,6.284600,-19.415760,0.405211,2.500000,0.165066,0.180000
12.280000,2.329212,0.386404,13.411625,-7.341673,6.687287,-19.627570,0.713651,2.500000,0.199062,0.180000
12.300000,2.338289,0.521541,13.260883,-7.730707,6.758299,-19.118920,1.013806,2.500000,0.230510,0.180000
12.320000,2.350053,0.653478,13.102535,-8.098622,6.340500,-17.436880,1.302751,2.500000,0.257902,0.180000
12.340000,2.364332,0.770952,12.937265,-8.417420,5.295467,-14.151697,1.577666,2.500000,0.279601,0.180000
12.360000,2.380707,0.860861,12.766393,-8.652891,3.591542,-9.115162,1.835868,2.500000,0.294019,0.180000
12.380000,2.398502,0.911281,12.591922,-8.772976,1.394783,-2.741607,2.074830,2.500000,0.299902,0.180000
12.400000,2.416850,0.915768,12.416365,-8.760185,-0.931349,3.978213,2.292210,2.500000,0.296631,0.180000
12.420000,2.434836,0.875982,12.242373,-8.619292,-2.969703,9.897149,2.485874,2.500000,0.284391,0.180000
12.440000,2.451653,0.800844,12.072287,-8.374806,-4.436682,14.263704,2.653917,2.500000,0.264121,0.180000
12.460000,2.466717,0.702838,11.907848,-8.060114,-5.260482,16.939532,2.794679,2.500000,0.237269,0.180000
12.480000,2.479696,0.594148,11.750139,-7.706536,-5.527551,18.222474,2.906763,2.500000,0.205492,0.180000
12.500000,2.490477,0.484455,11.599688,-7.337535,-5.386422,18.555588,2.989049,2.500000,0.170410,0.180000
12.520000,2.499113,0.380448,11.456640,-6.967972,-4.980562,18.335825,3.040705,2.500000,0.133471,0.180000
12.540000,2.505761,0.286244,11.320918,-6.605864,-4.421891,17.847942,3.061195,2.500000,0.095890,0.180000
12.560000,2.510643,0.204062,11.192332,-6.254643,-3.788890,17.269025,3.050282,2.500000,0.058647,0.180000
12.580000,2.514010,0.134833,11.070654,-5.915059,-3.133788,16.695713,3.008037,2.500000,0.022503,0.180000
12.600000,2.516123,0.078627,10.955657,-5.586478,-2.490690,16.171315,2.934832,2.500000,-0.011972,0.180000
12.620000,2.517239,0.034973,10.847129,-5.267802,-1.882056,15.706259,2.831337,2.500000,-0.044370,0.180000
12.640000,2.517600,0.003015,10.744886,-4.957890,-1.322852,15.291996,2.698520,2.500000,-0.074421,0.180000
12.660000,2.517430,-0.018339,10.648761,-4.655905,-0.823200,14.910185,2.537632,2.500000,-0.101971,0.180000
12.680000,2.516929,-0.030354,10.558600,-4.361414,-0.389730,14.538805,2.350197,2.500000,-0.126960,0.180000
12.700000,2.516269,-0.034396,10.474254,-4.074427,-0.026265,14.156308,2.137998,2.500000,-0.149408,0.180000
12.720000,2.515597,-0.031881,10.395570,-3.795358,0.265865,13.744400,1.903061,2.500000,-0.169394,0.180000
12.740000,2.515028,-0.024231,10.322383,-3.524938,0.487631,13.289731,1.647633,2.500000,-0.187045,0.180000
12.760000,2.514652,-0.012825,10.254509,-3.264106,0.642104,12.784655,1.374164,2.500000,-0.202522,0.180000
12.780000,2.514531,0.001037,10.191747,-3.013902,0.734130,12.227164,1.085283,2.500000,-0.216005,0.180000
12.800000,2.514702,0.016166,10.133875,-2.775351,0.769944,11.620198,0.783771,2.500000,-0.227685,0.180000
12.820000,2.515179,0.031507,10.080649,-2.549379,0.756701,10.970547,0.472537,2.500000,-0.237755,0.180000
12.840000,2.515958,0.046157,10.031811,-2.336751,0.702017,10.287576,0.154589,2.500000,-0.246403,0.180000
12.860000,2.517016,0.059363,9.987087,-2.138027,0.613548,9.581983,-0.166991,2.500000,-0.253808,0.180000
12.880000,2.518319,0.070523,9.946195,-1.953550,0.498661,8.864746,-0.489083,2.500000,-0.260134,0.180000
12.900000,2.519820,0.079179,9.908849,-1.783445,0.364194,8.146316,-0.808552,2.500000,-0.265532,0.180000
12.920000,2.521467,0.085002,9.874762,-1.627642,0.216317,7.436086,-1.122279,2.500000,-0.270136,0.180000
12.940000,2.523200,0.087779,9.843649,-1.485893,0.060470,6.742100,-1.427194,2.500000,-0.274065,0.180000
12.960000,2.524957,0.087399,9.815235,-1.357805,-0.098642,6.070959,-1.720302,2.500000,-0.277421,0.180000
12.980000,2.526675,0.083838,9.789249,-1.242867,-0.257002,5.427849,-1.998709,2.500000,-0.280294,0.180000
13.000000,2.528290,0.077147,9.765436,-1.140478,-0.411225,4.816673,-2.259657,2.500000,-0.282760,0.180000
13.020000,2.529741,0.067436,9.743551,-1.049969,-0.558487,4.240202,-2.500540,2.500000,-0.284886,0.180000
13.040000,2.530968,0.054869,9.723363,-0.970626,-0.696446,3.700268,-2.718937,2.500000,-0.286726,0.180000
13.060000,2.531918,0.039653,9.704657,-0.901708,-0.823186,3.197917,-2.912630,2.500000,-0.288327,0.180000
13.080000,2.532538,0.022027,9.687230,-0.842456,-0.937151,2.733572,-3.079625,2.500000,-0.289727,0.180000
13.100000,2.532784,0.002260,9.670899,-0.792112,-1.037097,2.307169,-3.218175,2.500000,-0.290959,0.180000
13.120000,2.532616,-0.019357,9.655492,-0.749919,-1.122057,1.918250,-3.326789,2.500000,-0.292051,0.180000
13.140000,2.532000,-0.042517,9.640853,-0.715137,-1.191301,1.566067,-3.404254,2.500000,-0.293024,0.180000
13.160000,2.530907,-0.066901,9.626842,-0.687038,-1.244318,1.249637,-3.449639,2.500000,-0.293896,0.180000
13.180000,2.529318,-0.092180,9.613331,-0.664920,-1.280791,0.967797,-3.462309,2.500000,-0.294683,0.180000
13.200000,2.527217,-0.118021,9.600210,-0.648104,-1.300584,0.719247,-3.441929,2.500000,-0.295395,0.180000
13.220000,2.524595,-0.144092,9.587376,-0.635938,-1.303730,0.502561,-3.388464,2.500000,-0.296043,0.180000
13.240000,2.521454,-0.170061,9.574745,-0.627800,-1.290419,0.316223,-3.302184,2.500000,-0.296633,0.180000
13.260000,2.517796,-0.195601,9.562241,-0.623098,-1.260992,0.158628,-3.183660,2.500000,-0.297170,0.180000
13.280000,2.513634,-0.220396,9.549802,-0.621274,-1.215934,0.028084,-3.033754,2.500000,-0.297658,0.180000
13.300000,2.508987,-0.244138,9.537375,-0.621806,-1.155862,-0.077169,-2.853619,2.500000,-0.298100,0.180000
13.320000,2.503878,-0.266535,9.524917,-0.624205,-1.081527,-0.158969,-2.644679,2.500000,-0.298497,0.180000
13.340000,2.498337,-0.287310,9.512397,-0.628021,-0.993798,-0.219234,-2.408622,2.500000,-0.298849,0.180000
13.360000,2.492398,-0.306205,9.499790,-0.632844,-0.893661,-0.259953,-2.147382,2.500000,-0.299156,0.180000
13.380000,2.486102,-0.322981,9.487079,-0.638302,-0.782209,-0.283186,-1.863121,2.500000,-0.299418,0.180000
13.400000,2.479494,-0.337425,9.474256,-0.644069,-0.660630,-0.291070,-1.558206,2.500000,-0.299633,0.180000
13.420000,2.472622,-0.349347,9.461316,-0.649858,-0.530203,-0.285813,-1.235192,2.500000,-0.299800,0.180000
13.440000,2.465538,-0.358584,9.448263,-0.655429,-0.392281,-0.269680,-0.896794,2.500000,-0.299917,0.180000
13.460000,2.458298,-0.364998,9.435102,-0.660588,-0.248283,-0.244989,-0.545863,2.500000,-0.299984,0.180000
13.480000,2.450958,-0.368484,9.421843,-0.665187,-0.099682,-0.214116,-0.185360,2.500000,-0.299999,0.180000
13.500000,2.443578,-0.368965,9.408499,-0.669127,0.052009,-0.179479,0.181674,2.500000,-0.299960,0.180000
13.520000,2.436220,-0.366393,9.395083,-0.672357,0.205254,-0.143507,0.552141,2.500000,-0.299868,0.180000
13.540000,2.428943,-0.360754,9.381609,-0.674875,0.358501,-0.108645,0.922919,2.500000,-0.299721,0.180000
13.560000,2.421810,-0.352064,9.368092,-0.676727,0.510205,-0.077336,1.290893,2.500000,-0.299518,0.180000
13.580000,2.414881,-0.340367,9.354545,-0.678009,0.658833,-0.052024,1.652974,2.500000,-0.299260,0.180000
13.600000,2.408215,-0.325741,9.340975,-0.678864,0.802884,-0.035131,2.006138,2.500000,-0.298947,0.180000
13.620000,2.401870,-0.308292,9.327391,-0.679486,0.940900,-0.029025,2.347448,2.500000,-0.298578,0.180000
13.640000,2.395901,-0.288154,9.313795,-0.680112,1.071483,-0.036028,2.674081,2.500000,-0.298154,0.180000
13.660000,2.390360,-0.265490,9.300185,-0.681028,1.193302,-0.058415,2.983354,2.500000,-0.297674,0.180000
13.680000,2.385297,-0.240489,9.286550,-0.682566,1.305107,-0.098402,3.272748,2.500000,-0.297139,0.180000
13.700000,2.380755,-0.213362,9.272876,-0.685097,1.405736,-0.158147,3.539931,2.500000,-0.296546,0.180000
13.720000,2.376775,-0.184341,9.259137,-0.689038,1.494131,-0.239732,3.782779,2.500000,-0.295894,0.180000
13.740000,2.373392,-0.153684,9.245301,-0.694845,1.569347,-0.345150,3.999392,2.500000,-0.295181,0.180000
13.760000,2.370637,-0.121661,9.231327,-0.703015,1.630553,-0.476335,4.188114,2.500000,-0.294404,0.180000
13.780000,2.368533,-0.088560,9.217161,-0.714083,1.677051,-0.635136,4.347543,2.500000,-0.293557,0.180000
13.800000,2.367100,-0.054681,9.202741,-0.728617,1.708275,-0.823322,4.476547,2.500000,-0.292635,0.180000
13.820000,2.366349,-0.020333,9.187990,-0.747223,1.723808,-1.042566,4.574270,2.500000,-0.291629,0.180000
13.840000,2.366287,0.014165,9.172820,-0.770537,1.723390,-1.294432,4.640139,2.500000,-0.290528,0.180000
13.860000,2.366914,0.048495,9.157132,-0.799228,1.706927,-1.580359,4.673867,2.500000,-0.289319,0.180000
13.880000,2.368224,0.082336,9.140811,-0.833988,1.674509,-1.901637,4.675456,2.500000,-0.287985,0.180000
13.900000,2.370203,0.115371,9.123727,-0.875536,1.626423,-2.259368,4.645194,2.500000,-0.286508,0.180000
13.920000,2.372831,0.147292,9.105739,-0.924611,1.563182,-2.654411,4.583650,2.500000,-0.284861,0.180000
13.940000,2.376085,0.177802,9.086688,-0.981966,1.485541,-3.087325,4.491668,2.500000,-0.283017,0.180000
13.960000,2.379932,0.206624,9.066400,-1.048358,1.394536,-3.558289,4.370357,2.500000,-0.280940,0.180000
13.980000,2.384337,0.233504,9.044688,-1.124549,1.291523,-4.066999,4.221079,2.500000,-0.278589,0.180000
14.000000,2.389258,0.258216,9.021348,-1.211285,1.178222,-4.612548,4.045434,2.500000,-0.275916,0.180000
14.020000,2.394650,0.280578,8.996162,-1.309286,1.056769,-5.193307,3.845244,2.500000,-0.272863,0.180000
14.040000,2.400464,0.300450,8.968897,-1.419234,0.929777,-5.806775,3.622536,2.500000,-0.269362,0.180000
14.060000,2.406651,0.317753,8.939308,-1.541752,0.800398,-6.449436,3.379518,2.500000,-0.265337,0.180000
14.080000,2.413157,0.332475,8.907139,-1.677376,0.672379,-7.116643,3.118560,2.500000,-0.260697,0.180000
14.100000,2.419933,0.344686,8.872123,-1.826542,0.550110,-7.802549,2.842169,2.500000,-0.255340,0.180000
14.120000,2.426929,0.354551,8.833985,-1.989557,0.438651,-8.500103,2.552965,2.500000,-0.249150,0.180000
14.140000,2.434101,0.362342,8.792448,-2.166571,0.343720,-9.201174,2.253657,2.500000,-0.241996,0.180000
14.160000,2.441411,0.368452,8.747229,-2.357568,0.271632,-9.896851,1.947013,2.500000,-0.233734,0.180000
14.180000,2.448831,0.373405,8.698053,-2.562347,0.229165,-10.577915,1.635837,2.500000,-0.224206,0.180000
14.200000,2.456344,0.377863,8.644646,-2.780528,0.223364,-11.235532,1.322942,2.500000,-0.213246,0.180000
14.220000,2.463948,0.382630,8.586746,-3.011563,0.261252,-11.862149,1.011118,2.500000,-0.200678,0.180000
14.240000,2.471658,0.388649,8.524102,-3.254770,0.349483,-12.452497,0.703115,2.500000,-0.186324,0.180000
14.260000,2.479509,0.396985,8.456479,-3.509406,0.493961,-13.004592,0.401609,2.500000,-0.170011,0.180000
14.280000,2.487561,0.408813,8.383655,-3.774716,0.699441,-13.520607,0.109180,2.500000,-0.151575,0.180000
14.300000,2.495894,0.425392,8.305424,-4.050032,0.969149,-14.007364,-0.171711,2.500000,-0.130879,0.180000
14.320000,2.504616,0.448018,8.221590,-4.334888,1.304491,-14.476291,-0.438745,2.500000,-0.107815,0.180000
14.340000,2.513863,0.478002,8.131966,-4.629067,1.704706,-14.942662,-0.689767,2.500000,-0.082325,0.180000
14.360000,2.523794,0.516618,8.036365,-4.932695,2.166531,-15.423904,-0.922804,2.500000,-0.054412,0.180000
14.380000,2.534593,0.565035,7.934592,-5.246237,2.683607,-15.936752,-1.136086,2.500000,-0.024157,0.180000
14.400000,2.546467,0.624257,7.826444,-5.570441,3.245438,-16.492734,-1.328054,2.500000,0.008260,0.180000
14.420000,2.559641,0.695044,7.711697,-5.906238,3.835619,-17.091293,-1.497382,2.500000,0.042541,0.180000
14.440000,2.574349,0.777710,7.590113,-6.254251,4.428484,-17.709140,-1.642983,2.500000,0.078245,0.180000
14.460000,2.590826,0.871927,7.461448,-6.614286,4.984269,-18.284191,-1.764016,2.500000,0.114759,0.180000
14.480000,2.609295,0.976436,7.325471,-6.984522,5.442453,-18.693098,-1.859897,2.500000,0.151274,0.180000
14.500000,2.629935,1.088406,7.182031,-7.359583,5.713191,-18.723220,-1.930300,2.500000,0.186754,0.180000
14.520000,2.652848,1.202902,7.031127,-7.728810,5.673246,-18.051816,-1.975158,2.500000,0.219927,0.180000
14.540000,2.678017,1.312267,6.873036,-8.074162,5.175356,-16.262549,-1.994660,2.500000,0.249307,0.180000
14.560000,2.705235,1.405970,6.708494,-8.369135,4.088087,-12.952517,-1.989251,2.500000,0.273273,0.180000
14.580000,2.734068,1.471578,6.538827,-8.580961,2.375109,-7.964226,-1.959624,2.500000,0.290250,0.180000
14.600000,2.763834,1.497728,6.366019,-8.678750,0.183345,-1.657305,-1.906707,2.500000,0.298971,0.180000
14.620000,2.793669,1.477976,6.192562,-8.644591,-2.146911,5.043168,-1.831659,2.500000,0.298769,0.180000
14.640000,2.822655,1.413680,6.021096,-8.482007,-4.207168,11.008764,-1.735852,2.500000,0.289755,0.180000
14.660000,2.849976,1.313498,5.853982,-8.214560,-5.703687,15.447905,-1.620857,2.500000,0.272789,0.180000
14.680000,2.875038,1.189912,5.692990,-7.875659,-6.548950,18.167619,-1.488428,2.500000,0.249250,0.180000
14.700000,2.897500,1.055377,5.539215,-7.497557,-6.820548,19.436558,-1.340480,2.500000,0.220736,0.180000
14.720000,2.917248,0.919927,5.393183,-7.104904,-6.666612,19.698537,-1.179072,2.500000,0.188823,0.180000
14.740000,2.934339,0.790560,5.255009,-6.713545,-6.234347,19.366967,-1.006386,2.500000,0.154914,0.180000
14.760000,2.948941,0.671630,5.124573,-6.332133,-5.639606,18.746140,-0.824701,2.500000,0.120183,0.180000
14.780000,2.961290,0.565513,5.001632,-5.964311,-4.963108,18.030176,-0.636370,2.500000,0.085568,0.180000
14.800000,2.971654,0.473296,4.885905,-5.610814,-4.257567,17.329576,-0.443798,2.500000,0.051794,0.180000
14.820000,2.980316,0.395187,4.777111,-5.270667,-3.555985,16.699083,-0.249419,2.500000,0.019403,0.180000
14.840000,2.987554,0.330885,4.675000,-4.942224,-2.878802,16.159222,-0.055664,2.500000,-0.011214,0.180000
14.860000,2.993639,0.279784,4.579356,-4.623680,-2.238656,15.710639,0.135055,2.500000,-0.039792,0.180000
14.880000,2.998827,0.241045,4.489999,-4.313264,-1.643284,15.343273,0.320373,2.500000,-0.066168,0.180000
14.900000,3.003357,0.213721,4.406781,-4.009507,-1.097461,15.042085,0.497998,2.500000,-0.090262,0.180000
14.920000,3.007446,0.196796,4.329582,-3.711250,-0.603922,14.790616,0.665729,2.500000,-0.112058,0.180000
14.940000,3.011291,0.189209,4.258300,-3.417651,-0.163910,14.573277,0.821481,2.500000,-0.131593,0.180000
14.960000,3.015069,0.189883,4.192848,-3.128179,0.222542,14.376721,0.963306,2.500000,-0.148944,0.180000
14.980000,3.018934,0.197758,4.133148,-2.842521,0.556469,14.190635,1.089408,2.500000,-0.164217,0.180000
15.000000,3.023020,0.211804,4.079123,-2.560533,0.839822,14.008038,1.198165,2.500000,-0.177534,0.180000
15.020000,3.027441,0.231033,4.030702,-2.282196,1.075287,13.825189,1.288143,2.500000,-0.189031,0.180000
15.040000,3.032290,0.254518,3.987811,-2.007533,1.266118,13.641217,1.358111,2.500000,-0.198846,0.180000
15.060000,3.037644,0.281404,3.950376,-1.736549,1.415924,13.457579,1.407050,2.500000,-0.207114,0.180000
15.080000,3.043564,0.310906,3.918325,-1.469207,1.528446,13.277404,1.434165,2.500000,-0.213962,0.180000
15.100000,3.050093,0.342317,3.891584,-1.205401,1.607358,13.104851,1.438893,2.500000,-0.219508,0.180000
15.120000,3.057265,0.375000,3.870086,-0.944931,1.656100,12.944527,1.420905,2.500000,-0.223853,0.180000
15.140000,3.065098,0.408381,3.853767,-0.687508,1.677734,12.800995,1.380112,2.500000,-0.227083,0.180000
15.160000,3.073601,0.441946,3.842568,-0.432752,1.674851,12.678392,1.316663,2.500000,-0.229264,0.180000
15.180000,3.082774,0.475226,3.836442,-0.180209,1.649500,12.580180,1.230947,2.500000,-0.230445,0.180000
15.200000,3.092606,0.507786,3.835348,0.070635,1.603153,12.508976,1.123582,2.500000,-0.230655,0.180000
15.220000,3.103078,0.539217,3.839260,0.320341,1.536686,12.466470,0.995415,2.500000,-0.229903,0.180000
15.240000,3.114164,0.569121,3.848158,0.569491,1.450380,12.453426,0.847509,2.500000,-0.228179,0.180000
15.260000,3.125830,0.597099,3.862040,0.818674,1.343932,12.469730,0.681136,2.500000,-0.225453,0.180000
15.280000,3.138032,0.622739,3.880909,1.068470,1.216479,12.514508,0.497759,2.500000,-0.221679,0.180000
15.300000,3.150721,0.645609,3.904786,1.319434,1.066636,12.586297,0.299023,2.500000,-0.216790,0.180000
15.320000,3.163835,0.665243,3.933698,1.572090,0.892550,12.683281,0.086733,2.500000,-0.210704,0.180000
15.340000,3.177306,0.681134,3.967684,1.826921,0.691965,12.803597,-0.137159,2.500000,-0.203326,0.180000
15.360000,3.191052,0.692728,4.006792,2.084378,0.462316,12.945704,-0.370576,2.500000,-0.194546,0.180000
15.380000,3.204982,0.699415,4.051080,2.344890,0.200835,13.108809,-0.611339,2.500000,-0.184245,0.180000
15.400000,3.218991,0.700530,4.100611,2.608876,-0.095325,13.293328,-0.857181,2.500000,-0.172297,0.180000
15.420000,3.232961,0.695351,4.155461,2.876777,-0.428951,13.501341,-1.105777,2.500000,-0.158574,0.180000
15.440000,3.246758,0.683105,4.215712,3.149111,-0.802650,13.736995,-1.354763,2.500000,-0.142952,0.180000
15.460000,3.260233,0.662965,4.281459,3.426488,-1.218694,14.006800,-1.601758,2.500000,-0.125315,0.180000
15.480000,3.273218,0.634063,4.352810,3.709673,-1.678884,14.319729,-1.844393,2.500000,-0.105564,0.180000
15.500000,3.285531,0.595504,4.429890,3.999636,-2.184397,14.687061,-2.080326,2.500000,-0.083627,0.180000
15.520000,3.296968,0.546381,4.512848,4.297601,-2.735564,15.121845,-2.307271,2.500000,-0.059466,0.180000
15.540000,3.307310,0.485786,4.601858,4.605050,-3.331463,15.637760,-2.523016,2.500000,-0.033092,0.180000
