time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N,mass_matrix_11,mass_matrix_12,mass_matrix_22
15.560000,3.316317,0.412844,4.697126,4.923736,-3.969265,16.247126,-2.725449,2.500000,-0.004579,0.180000
15.580000,3.323736,0.326772,4.798895,5.255614,-4.643025,16.957447,-2.912574,2.500000,0.025920,0.180000
15.600000,3.329297,0.226957,4.907451,5.602684,-5.341600,17.765516,-3.082531,2.500000,0.058148,0.180000
15.620000,3.332720,0.113071,5.023116,5.966738,-6.045275,18.647607,-3.233617,2.500000,0.091725,0.180000
15.640000,3.333727,-0.014668,5.146241,6.348696,-6.720184,19.543486,-3.364297,2.500000,0.126111,0.180000
15.660000,3.332048,-0.155178,5.277179,6.747777,-7.310569,20.332358,-3.473224,2.500000,0.160572,0.180000
15.680000,3.327451,-0.305955,5.416240,7.159891,-7.728841,20.800820,-3.559247,2.500000,0.194148,0.180000
15.700000,3.319772,-0.462345,5.563599,7.575463,-7.847557,20.612483,-3.621428,2.500000,0.225624,0.180000
15.720000,3.308969,-0.616773,5.719168,7.976964,-7.503917,19.309923,-3.659042,2.500000,0.253534,0.180000
15.740000,3.295186,-0.758326,5.882405,8.337177,-6.535766,16.408491,-3.671592,2.500000,0.276227,0.180000
15.760000,3.278812,-0.873474,6.052143,8.620709,-4.865003,11.636913,-3.658810,2.500000,0.292028,0.180000
15.780000,3.260513,-0.948933,6.226481,8.791778,-2.604106,5.259822,-3.620660,2.500000,0.299518,0.180000
15.800000,3.241180,-0.975938,6.402899,8.826473,-0.091900,-1.800581,-3.557334,2.500000,0.297853,0.180000
15.820000,3.221804,-0.953938,6.578616,8.723519,2.224828,-8.307740,-3.469260,2.500000,0.287003,0.180000
15.840000,3.203299,-0.890621,6.751062,8.504273,3.997898,-13.320778,-3.357085,2.500000,0.267758,0.180000
15.860000,3.186371,-0.798542,6.918239,8.202756,5.099038,-16.540709,-3.221681,2.500000,0.241512,0.180000
15.880000,3.171462,-0.690755,7.078853,7.853115,5.589024,-18.198052,-3.064126,2.500000,0.209942,0.180000
15.900000,3.158773,-0.578064,7.232224,7.482246,5.616583,-18.742632,-2.885700,2.500000,0.174739,0.180000
15.920000,3.148320,-0.468132,7.378121,7.107908,5.336904,-18.608253,-2.687872,2.500000,0.137431,0.180000
15.940000,3.139996,-0.365795,7.516587,6.740265,4.875168,-18.117903,-2.472283,2.500000,0.099309,0.180000
15.960000,3.133619,-0.273738,7.647810,6.384169,4.320394,-17.477814,-2.240734,2.500000,0.061414,0.180000
15.980000,3.128970,-0.193198,7.772042,6.041363,3.732052,-16.804243,-1.995167,2.500000,0.024554,0.180000
