time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N
0.000000,0.000000,0.000000,3.054326,0.000000,1.565839,-1.174804,1.997658
0.010000,0.000079,0.015846,3.054266,-0.012056,1.601959,-1.233788,2.034217
0.020000,0.000318,0.032010,3.054083,-0.024620,1.629280,-1.276125,2.062564
0.030000,0.000720,0.048401,3.053773,-0.037520,1.647254,-1.300835,2.082172
0.040000,0.001286,0.064922,3.053332,-0.050576,1.655419,-1.307111,2.092589
0.050000,0.002018,0.081475,3.052761,-0.063599,1.653401,-1.294323,2.093444
0.060000,0.002916,0.097955,3.052061,-0.076397,1.640921,-1.262030,2.084445
0.070000,0.003977,0.114258,3.051235,-0.088773,1.617793,-1.209982,2.065388
0.080000,0.005200,0.130276,3.050288,-0.100531,1.583929,-1.138125,2.036155
0.090000,0.006581,0.145901,3.049227,-0.111471,1.539343,-1.046605,1.996716
0.100000,0.008116,0.161027,3.048062,-0.121398,1.484147,-0.935765,1.947131
0.110000,0.009800,0.175549,3.046803,-0.130123,1.418550,-0.806148,1.887548
0.120000,0.011625,0.189364,3.045464,-0.137461,1.342863,-0.658486,1.818204
0.130000,0.013584,0.202374,3.044059,-0.143236,1.257487,-0.493705,1.739423
0.140000,0.015669,0.214483,3.042605,-0.147282,1.162921,-0.312907,1.651612
0.150000,0.017871,0.225604,3.041120,-0.149445,1.059748,-0.117369,1.555261
0.160000,0.020178,0.235652,3.039623,-0.149585,0.948635,0.091473,1.450935
0.170000,0.022580,0.244552,3.038135,-0.147576,0.830327,0.312035,1.339275
0.180000,0.025065,0.252237,3.036679,-0.143311,0.705642,0.542593,1.220991
0.190000,0.027620,0.258647,3.035277,-0.136697,0.575459,0.781307,1.096853
0.200000,0.030233,0.263731,3.033953,-0.127664,0.440718,1.026233,0.967691
0.210000,0.032890,0.267449,3.032732,-0.116159,0.302406,1.275335,0.834385
0.220000,0.035578,0.269771,3.031638,-0.102150,0.161552,1.526509,0.697859
0.230000,0.038281,0.270675,3.030697,-0.085629,0.019219,1.777593,0.559074
0.240000,0.040986,0.270154,3.029934,-0.066606,-0.123507,2.026392,0.419020
0.250000,0.043679,0.268208,3.029373,-0.045116,-0.265521,2.270691,0.278709
0.260000,0.046346,0.264849,3.029040,-0.021214,-0.405713,2.508269,0.139165
0.270000,0.048972,0.260103,3.028957,0.005020,-0.542968,2.736918,0.001421
0.280000,0.051543,0.254004,3.029147,0.033487,-0.676182,2.954460,-0.133495
0.290000,0.054047,0.246597,3.029634,0.064065,-0.804266,3.158760,-0.264566
0.300000,0.056471,0.237939,3.030435,0.096611,-0.926151,3.347740,-0.390792
0.310000,0.058802,0.228098,3.031572,0.130962,-1.040799,3.519391,-0.511199
0.320000,0.061029,0.217150,3.033060,0.166935,-1.147207,3.671790,-0.624850
0.330000,0.063142,0.205184,3.034915,0.204327,-1.244418,3.803109,-0.730846
0.340000,0.065130,0.192296,3.037151,0.242921,-1.331519,3.911632,-0.828338
0.350000,0.066985,0.178590,3.039777,0.282479,-1.407659,3.995762,-0.916534
0.360000,0.068700,0.164182,3.042802,0.322750,-1.472042,4.054034,-0.994700
0.370000,0.070267,0.149191,3.046233,0.363469,-1.523945,4.085132,-1.062173
0.380000,0.071682,0.133747,3.050072,0.404358,-1.562719,4.087899,-1.118358
0.390000,0.072941,0.117982,3.054320,0.445129,-1.587794,4.061347,-1.162742
0.400000,0.074041,0.102038,3.058974,0.485485,-1.598687,4.004674,-1.194891
0.410000,0.074981,0.086057,3.064027,0.525120,-1.595010,3.917277,-1.214454
0.420000,0.075762,0.070188,3.069473,0.563726,-1.576472,3.798763,-1.221171
0.430000,0.076386,0.054578,3.075297,0.600991,-1.542888,3.648964,-1.214869
0.440000,0.076855,0.039380,3.081487,0.636602,-1.494183,3.467945,-1.195467
0.450000,0.077175,0.024744,3.088023,0.670248,-1.430397,3.256020,-1.162974
0.460000,0.077353,0.010822,3.094884,0.701621,-1.351686,3.013757,-1.117492
0.470000,0.077395,-0.002240,3.102047,0.730423,-1.258329,2.741981,-1.059214
0.480000,0.077311,-0.014297,3.109483,0.756366,-1.150725,2.441785,-0.988420
0.490000,0.077113,-0.025209,3.117164,0.779170,-1.029397,2.114523,-0.905479
0.500000,0.076811,-0.034842,3.125055,0.798572,-0.894984,1.761809,-0.810842
0.510000,0.076420,-0.043067,3.133123,0.814327,-0.748243,1.385505,-0.705043
0.520000,0.075955,-0.049768,3.141329,0.826210,-0.590037,0.987707,-0.588689
0.530000,0.075431,-0.054833,3.149634,0.834017,-0.421332,0.570731,-0.462463
0.540000,0.074864,-0.058163,3.157995,0.837569,-0.243185,0.137086,-0.327110
0.550000,0.074273,-0.059669,3.166370,0.836712,-0.056731,-0.310549,-0.183437
0.560000,0.073677,-0.059274,3.174714,0.831320,0.136828,-0.769360,-0.032305
0.570000,0.073094,-0.056913,3.182981,0.821297,0.336242,-1.236432,0.125378
0.580000,0.072545,-0.052534,3.191125,0.806574,0.540220,-1.708777,0.288662
0.590000,0.072051,-0.046098,3.199097,0.787114,0.747452,-2.183371,0.456567
0.600000,0.071631,-0.037579,3.206851,0.762910,0.956622,-2.657193,0.628086
0.610000,0.071306,-0.026963,3.214339,0.733983,1.166426,-3.127260,0.802195
0.620000,0.071098,-0.014252,3.221515,0.700386,1.375577,-3.590651,0.977860
0.630000,0.071028,0.000542,3.228332,0.662201,1.582829,-4.044538,1.154047
0.640000,0.071116,0.017394,3.234744,0.619536,1.786976,-4.486207,1.329726
0.650000,0.071383,0.036267,3.240708,0.572527,1.986870,-4.913081,1.503883
0.660000,0.071848,0.057114,3.246181,0.521332,2.181423,-5.322737,1.675527
0.670000,0.072531,0.079875,3.251121,0.466137,2.369614,-5.712907,1.843694
0.680000,0.073451,0.104482,3.255491,0.407145,2.550491,-6.081487,2.007459
0.690000,0.074627,0.130857,3.259252,0.344585,2.723168,-6.426536,2.165940
0.700000,0.076074,0.158915,3.262371,0.278700,2.886835,-6.746277,2.318306
0.710000,0.077810,0.188561,3.264816,0.209750,3.040746,-7.039092,2.463782
0.720000,0.079850,0.219695,3.266557,0.138012,3.184223,-7.303510,2.601655
0.730000,0.082209,0.252209,3.267568,0.063778,3.316649,-7.538198,2.731282
0.740000,0.084899,0.285989,3.267825,-0.012649,3.437467,-7.741954,2.852089
0.750000,0.087932,0.320918,3.267309,-0.090954,3.546175,-7.913697,2.963579
0.760000,0.091321,0.356871,3.266001,-0.170813,3.642326,-8.052460,3.065335
0.770000,0.095073,0.393721,3.263888,-0.251890,3.725521,-8.157382,3.157023
0.780000,0.099198,0.431337,3.260960,-0.333845,3.795413,-8.227706,3.238390
0.790000,0.103702,0.469584,3.257210,-0.416327,3.851704,-8.262779,3.309272
0.800000,0.108591,0.508325,3.252633,-0.498981,3.894146,-8.262057,3.369590
0.810000,0.113869,0.547420,3.247231,-0.581448,3.922546,-8.225106,3.419349
0.820000,0.119540,0.586728,3.241006,-0.663362,3.936770,-8.151622,3.458641
0.830000,0.125604,0.626108,3.233967,-0.744357,3.936747,-8.041439,3.487642
0.840000,0.132062,0.665416,3.226123,-0.824068,3.922478,-7.894550,3.506607
0.850000,0.138912,0.704511,3.217491,-0.902127,3.894044,-7.711132,3.515874
0.860000,0.146151,0.743250,3.208087,-0.978170,3.851618,-7.491565,3.515851
0.870000,0.153775,0.781497,3.197935,-1.051839,3.795468,-7.236457,3.507020
0.880000,0.161779,0.819115,3.187060,-1.122784,3.725977,-6.946674,3.489927
0.890000,0.170155,0.855974,3.175490,-1.190662,3.643641,-6.623358,3.465182
0.900000,0.178895,0.891948,3.163258,-1.255145,3.549087,-6.267953,3.433448
0.910000,0.187991,0.926917,3.150399,-1.315919,3.443071,-5.882215,3.395435
0.920000,0.197430,0.960773,3.136953,-1.372693,3.326483,-5.468216,3.351899
0.930000,0.207202,0.993415,3.122960,-1.425197,3.200347,-5.028354,3.303630
0.940000,0.217294,1.024753,3.108464,-1.473184,3.065819,-4.565335,3.251444
0.950000,0.227692,1.054708,3.093512,-1.516438,2.924172,-4.082164,3.196181
0.960000,0.238383,1.083217,3.078151,-1.554772,2.776788,-3.582102,3.138690
0.970000,0.249352,1.110229,3.062433,-1.588034,2.625138,-3.068623,3.079828
0.980000,0.260583,1.135710,3.046408,-1.616110,2.470756,-2.545368,3.020448
0.990000,0.272061,1.159640,3.030128,-1.638921,2.315222,-2.016089,2.961394
1.000000,0.283770,1.182016,3.013647,-1.656425,2.160130,-1.484583,2.903488
1.010000,0.295696,1.202850,2.997018,-1.668619,2.007060,-0.954624,2.847532
1.020000,0.307822,1.222170,2.980293,-1.675536,1.857546,-0.429888,2.794290
1.030000,0.320134,1.240018,2.963524,-1.677246,1.713050,0.086117,2.744488
1.040000,0.332618,1.256452,2.946765,-1.673852,1.574934,0.590094,2.698806
1.050000,0.345259,1.271541,2.930064,-1.665492,1.444441,1.079020,2.657869
1.060000,0.358045,1.285369,2.913471,-1.652330,1.322671,1.550189,2.622244
1.070000,0.370962,1.298027,2.897032,-1.634556,1.210569,2.001242,2.592435
1.080000,0.384002,1.309616,2.880794,-1.612382,1.108909,2.430196,2.568875
1.090000,0.397152,1.320243,2.864799,-1.586032,1.018295,2.835453,2.551925
1.100000,0.410404,1.330020,2.849087,-1.555754,0.939154,3.215792,2.541867
1.110000,0.423750,1.339063,2.833696,-1.521799,0.871743,3.570367,2.538905
1.120000,0.437183,1.347492,2.818662,-1.484431,0.816151,3.898686,2.543160
1.130000,0.450698,1.355426,2.804018,-1.443914,0.772309,4.200586,2.554670
1.140000,0.464290,1.362979,2.789793,-1.400511,0.740002,4.476207,2.573386
1.150000,0.477956,1.370265,2.776016,-1.354479,0.718883,4.725960,2.599177
1.160000,0.491695,1.377392,2.762712,-1.306074,0.708479,4.950497,2.631825
1.170000,0.505504,1.384467,2.749902,-1.255548,0.708210,5.150679,2.671031
1.180000,0.519384,1.391587,2.737607,-1.203137,0.717406,5.327530,2.716413
1.190000,0.533336,1.398844,2.725845,-1.149070,0.735314,5.482216,2.767513
1.200000,0.547362,1.406320,2.714630,-1.093563,0.761115,5.616013,2.823795
1.210000,0.561464,1.414090,2.703978,-1.036816,0.793933,5.730283,2.884653
1.220000,0.575645,1.422219,2.693898,-0.979018,0.832848,5.826449,2.949417
1.230000,0.589909,1.430764,2.684400,-0.920342,0.876906,5.905983,3.017353
1.240000,0.604262,1.439771,2.675493,-0.860948,0.925126,5.970371,3.087673
1.250000,0.618706,1.449277,2.667183,-0.800980,0.976512,6.021113,3.159539
1.260000,0.633249,1.459308,2.659475,-0.740566,1.030060,6.059701,3.232072
1.270000,0.647895,1.469882,2.652373,-0.679822,1.084761,6.087611,3.304356
1.280000,0.662648,1.481004,2.645880,-0.618845,1.139611,6.106298,3.375450
1.290000,0.677516,1.492671,2.639997,-0.557722,1.193617,6.117192,3.444391
1.300000,0.692504,1.504870,2.634725,-0.496523,1.245801,6.121680,3.510204
1.310000,0.707615,1.517578,2.630066,-0.435305,1.295203,6.121111,3.571912
1.320000,0.722857,1.530762,2.626019,-0.374113,1.340892,6.116788,3.628540
1.330000,0.738232,1.544380,2.622584,-0.312978,1.381964,6.109964,3.679128
1.340000,0.753746,1.558383,2.619759,-0.251918,1.417550,6.101848,3.722736
1.350000,0.769401,1.572711,2.617545,-0.190941,1.446819,6.093590,3.758452
1.360000,0.785201,1.587296,2.615940,-0.130043,1.468981,6.086286,3.785403
1.370000,0.801147,1.602064,2.614944,-0.069209,1.483296,6.080971,3.802760
1.380000,0.817242,1.616933,2.614556,-0.008414,1.489071,6.078620,3.809744
1.390000,0.833486,1.631815,2.614776,0.052376,1.485667,6.080142,3.805639
1.400000,0.849878,1.646614,2.615604,0.113205,1.472506,6.086380,3.789791
1.410000,0.866418,1.661231,2.617040,0.174122,1.449069,6.098101,3.761619
1.420000,0.883102,1.675560,2.619087,0.235187,1.414903,6.115999,3.720620
1.430000,0.899928,1.689492,2.621745,0.296465,1.369623,6.140685,3.666373
1.440000,0.916890,1.702914,2.625017,0.358025,1.312919,6.172685,3.598544
1.450000,0.933984,1.715711,2.628906,0.419944,1.244552,6.212434,3.516890
1.460000,0.951202,1.727765,2.633417,0.482301,1.164366,6.260266,3.421259
1.470000,0.968536,1.738959,2.638554,0.545177,1.072286,6.316414,3.311599
1.480000,0.985978,1.749172,2.644323,0.608657,0.968321,6.380996,3.187952
1.490000,1.003516,1.758286,2.650730,0.672825,0.852569,6.454010,3.050460
1.500000,1.021139,1.766184,2.657782,0.737766,0.725221,6.535323,2.899363
1.510000,1.038835,1.772752,2.665488,0.803559,0.586561,6.624664,2.734999
1.520000,1.056590,1.777879,2.673856,0.870284,0.436974,6.721611,2.557802
1.530000,1.074388,1.781457,2.682897,0.938014,0.276944,6.825579,2.368299
1.540000,1.092213,1.783386,2.692620,1.006815,0.107061,6.935809,2.167111
1.550000,1.110050,1.783568,2.703037,1.076748,-0.071977,7.051349,1.954944
1.560000,1.127879,1.781918,2.714159,1.147858,-0.259357,7.171049,1.732586
1.570000,1.145682,1.778356,2.725998,1.220180,-0.454153,7.293539,1.500905
1.580000,1.163439,1.772814,2.738567,1.293732,-0.655316,7.417216,1.260841
1.590000,1.181131,1.765233,2.751877,1.368520,-0.861677,7.540227,1.013399
1.600000,1.198737,1.755568,2.765941,1.444526,-1.071937,7.660454,0.759643
1.610000,1.216235,1.743786,2.780771,1.521712,-1.284671,7.775497,0.500690
1.620000,1.233605,1.729870,2.796379,1.600012,-1.498321,7.882676,0.237699
1.630000,1.250826,1.713821,2.812775,1.679332,-1.711202,7.979017,-0.028133
1.640000,1.267875,1.695655,2.829969,1.759545,-1.921503,8.061251,-0.295582
1.650000,1.284732,1.675407,2.847968,1.840496,-2.127293,8.125818,-0.563406
1.660000,1.301376,1.653131,2.866780,1.921989,-2.326529,8.168891,-0.830353
1.670000,1.317788,1.628905,2.886409,2.003789,-2.517077,8.186395,-1.095170
1.680000,1.333948,1.602826,2.906856,2.085618,-2.696731,8.174080,-1.356611
1.690000,1.349839,1.575014,2.928121,2.167157,-2.863248,8.127577,-1.613448
1.700000,1.365443,1.545612,2.950197,2.248041,-3.014381,8.042473,-1.864480
1.710000,1.380746,1.514784,2.973078,2.327864,-3.147926,7.914422,-2.108538
1.720000,1.395735,1.482717,2.996749,2.406178,-3.261782,7.739293,-2.344497
1.730000,1.410397,1.449620,3.021195,2.482483,-3.354012,7.513308,-2.571286
1.740000,1.424724,1.415718,3.046391,2.556257,-3.422919,7.233231,-2.787890
1.750000,1.438709,1.381248,3.072310,2.626950,-3.467118,6.896536,-2.993361
1.760000,1.452348,1.346461,3.098918,2.693993,-3.485608,6.501582,-3.186826
1.770000,1.465639,1.311620,3.126175,2.756792,-3.477836,6.047766,-3.367490
1.780000,1.478581,1.276987,3.154038,2.814767,-3.443761,5.535685,-3.534645
1.790000,1.491180,1.242827,3.182453,2.867328,-3.383899,4.967244,-3.687672
1.800000,1.503440,1.209395,3.211364,2.913926,-3.299329,4.345664,-3.826049
1.810000,1.515371,1.176925,3.240709,2.954062,-3.191679,3.675451,-3.949352
1.820000,1.526983,1.145634,3.270422,2.987285,-3.063095,2.962312,-4.057257
1.830000,1.538288,1.115721,3.300431,3.013192,-2.916179,2.213016,-4.149547
1.840000,1.549302,1.087360,3.330661,3.031454,-2.753888,1.435136,-4.226109
1.850000,1.560041,1.060684,3.361034,3.041828,-2.579427,0.636805,-4.286934
1.860000,1.570522,1.035800,3.391471,3.044153,-2.396125,-0.173609,-4.332121
1.870000,1.580763,1.012779,3.421889,3.038347,-2.207299,-0.987818,-4.361875
1.880000,1.590784,0.991661,3.452210,3.024410,-2.016145,-1.797880,-4.376500
1.890000,1.600603,0.972455,3.482351,3.002422,-1.825640,-2.596420,-4.376402
1.900000,1.610239,0.955140,3.512232,2.972535,-1.638451,-3.376842,-4.362086
1.910000,1.619712,0.939669,3.541776,2.934960,-1.456870,-4.133486,-4.334145
1.920000,1.629039,0.925976,3.570907,2.889962,-1.282788,-4.861684,-4.293265
1.930000,1.638237,0.913981,3.599552,2.837840,-1.117683,-5.557778,-4.240209
1.940000,1.647324,0.903589,3.627641,2.778924,-0.962631,-6.219091,-4.175821
1.950000,1.656314,0.894694,3.655109,2.713576,-0.818323,-6.843857,-4.101010
1.960000,1.665222,0.887187,3.681892,2.642168,-0.685114,-7.431121,-4.016749
1.970000,1.674062,0.880955,3.707933,2.565078,-0.563065,-7.980629,-3.924066
1.980000,1.682845,0.875888,3.733176,2.482682,-0.451997,-8.492700,-3.824034
1.990000,1.691583,0.871879,3.757570,2.395348,-0.351539,-8.968108,-3.717761
2.000000,1.700286,0.868824,3.781068,2.303438,-0.261172,-9.407984,-3.606388
2.010000,1.708962,0.866624,3.803625,2.207301,-0.180274,-9.813706,-3.491072
2.020000,1.717621,0.865189,3.825201,2.107272,-0.108158,-10.186814,-3.372981
2.030000,1.726268,0.864435,3.845759,2.003668,-0.044107,-10.528937,-3.253285
2.040000,1.734911,0.864283,3.865264,1.896790,0.012606,-10.841734,-3.133142
2.050000,1.743556,0.864665,3.883685,1.786925,0.062691,-11.126853,-3.013697
2.060000,1.752206,0.865517,3.900993,1.674340,0.106834,-11.385891,-2.896065
2.070000,1.760868,0.866784,3.917163,1.559289,0.145678,-11.620378,-2.781326
2.080000,1.769543,0.868414,3.932171,1.442011,0.179819,-11.831749,-2.670515
2.090000,1.778237,0.870366,3.945996,1.322728,0.209804,-12.021335,-2.564615
2.100000,1.786952,0.872599,3.958620,1.201652,0.236127,-12.190361,-2.464549
2.110000,1.795690,0.875078,3.970024,1.078983,0.259233,-12.339941,-2.371171
2.120000,1.804454,0.877774,3.980195,0.954913,0.279515,-12.471076,-2.285261
2.130000,1.813246,0.880660,3.989118,0.829621,0.297319,-12.584660,-2.207519
2.140000,1.822068,0.883713,3.996784,0.703277,0.312949,-12.681480,-2.138556
2.150000,1.830921,0.886912,4.003181,0.576046,0.326670,-12.762216,-2.078893
2.160000,1.839806,0.890241,4.008302,0.448084,0.338708,-12.827450,-2.028958
2.170000,1.848726,0.893682,4.012141,0.319546,0.349259,-12.877663,-1.989075
2.180000,1.857680,0.897222,4.014692,0.190580,0.358488,-12.913244,-1.959471
2.190000,1.866670,0.900848,4.015951,0.061329,0.366532,-12.934489,-1.940268
2.200000,1.875697,0.904549,4.015918,-0.068063,0.373501,-12.941604,-1.931483
2.210000,1.884762,0.908314,4.014590,-0.197456,0.379482,-12.934706,-1.933031
2.220000,1.893864,0.912135,4.011969,-0.326710,0.384533,-12.913823,-1.944722
2.230000,1.903005,0.916002,4.008057,-0.455686,0.388687,-12.878895,-1.966264
2.240000,1.912184,0.919906,4.002857,-0.584241,0.391948,-12.829776,-1.997266
2.250000,1.921403,0.923838,3.996374,-0.712233,0.394289,-12.766227,-2.037241
2.260000,1.930661,0.927788,3.988614,-0.839516,0.395648,-12.687918,-2.085609
2.270000,1.939959,0.931747,3.979586,-0.965941,0.395926,-12.594424,-2.141703
2.280000,1.949296,0.935703,3.969299,-1.091353,0.394980,-12.485221,-2.204775
2.290000,1.958673,0.939642,3.957763,-1.215591,0.392619,-12.359683,-2.274001
2.300000,1.968089,0.943550,3.944992,-1.338489,0.388602,-12.217077,-2.348486
2.310000,1.977543,0.947407,3.930999,-1.459872,0.382629,-12.056559,-2.427278
2.320000,1.987036,0.951194,3.915800,-1.579557,0.374342,-11.877170,-2.509367
2.330000,1.996567,0.954885,3.899414,-1.697349,0.363316,-11.677831,-2.593700
2.340000,2.006134,0.958450,3.881860,-1.813044,0.349064,-11.457349,-2.679188
2.350000,2.015735,0.961854,3.863160,-1.926422,0.331031,-11.214410,-2.764715
2.360000,2.025370,0.965056,3.843340,-2.037252,0.308599,-10.947594,-2.849147
2.370000,2.035036,0.968009,3.822425,-2.145289,0.281094,-10.655380,-2.931340
2.380000,2.044729,0.970659,3.800444,-2.250271,0.247794,-10.336172,-3.010156
2.390000,2.054448,0.972944,3.777430,-2.351919,0.207941,-9.988316,-3.084464
2.400000,2.064187,0.974793,3.753418,-2.449937,0.160760,-9.610157,-3.153156
2.410000,2.073942,0.976131,3.728445,-2.544014,0.105490,-9.200088,-3.215154
2.420000,2.083707,0.976873,3.702552,-2.633825,0.041409,-8.756614,-3.269420
2.430000,2.093477,0.976928,3.675784,-2.719030,-0.032125,-8.278437,-3.314966
2.440000,2.103243,0.976199,3.648188,-2.799279,-0.115633,-7.764549,-3.350860
2.450000,2.112998,0.974587,3.619815,-2.874216,-0.209467,-7.214356,-3.376237
2.460000,2.122732,0.971980,3.590722,-2.943459,-0.313763,-6.627789,-3.390307
2.470000,2.132434,0.968274,3.560966,-3.006645,-0.428375,-6.005444,-3.392358
2.480000,2.142093,0.963371,3.530611,-3.063432,-0.552823,-5.348703,-3.381771
2.490000,2.151697,0.957182,3.499721,-3.113496,-0.686259,-4.659830,-3.358016
2.500000,2.161232,0.949622,3.468364,-3.156533,-0.827443,-3.942047,-3.320665
2.510000,2.170685,0.940617,3.436614,-3.192264,-0.974726,-3.199576,-3.269393
2.520000,2.180040,0.930117,3.404544,-3.220468,-1.126048,-2.437639,-3.203983
2.530000,2.189282,0.918092,3.372230,-3.240977,-1.278975,-1.662397,-3.124329
2.540000,2.198396,0.904541,3.339751,-3.253693,-1.430762,-0.880783,-3.030437
2.550000,2.207368,0.889489,3.307183,-3.258592,-1.578444,-0.100292,-2.922426
2.560000,2.216181,0.872995,3.274605,-3.255726,-1.718936,0.671247,-2.800531
2.570000,2.224823,0.855144,3.242094,-3.245221,-1.849157,1.425952,-2.665100
2.580000,2.233280,0.836054,3.209725,-3.227283,-1.966161,2.156237,-2.516592
2.590000,2.241541,0.815873,3.177571,-3.202201,-2.067262,2.855083,-2.355577
2.600000,2.249595,0.794773,3.145704,-3.170317,-2.150155,3.516349,-2.182732
2.610000,2.257434,0.772941,3.114187,-3.132025,-2.213003,4.134982,-1.998834
2.620000,2.265052,0.750584,3.083083,-3.087769,-2.254501,4.707157,-1.804761
2.630000,2.272444,0.727922,3.052450,-3.038037,-2.273904,5.230351,-1.601480
2.640000,2.279610,0.705177,3.022339,-2.983323,-2.271042,5.703370,-1.390044
2.650000,2.286548,0.682573,2.992798,-2.924135,-2.246292,6.126280,-1.171585
2.660000,2.293262,0.660324,2.963869,-2.860967,-2.200523,6.500275,-0.947305
2.670000,2.299757,0.638630,2.935590,-2.794290,-2.135037,6.827524,-0.718468
2.680000,2.306037,0.617682,2.907994,-2.724560,-2.051498,7.110997,-0.486391
2.690000,2.312113,0.597653,2.881108,-2.652201,-1.951853,7.354269,-0.252435
2.700000,2.317994,0.578691,2.854957,-2.577594,-1.838248,7.561325,-0.017994
2.710000,2.323691,0.560926,2.829562,-2.501080,-1.712960,7.736389,0.215511
2.720000,2.329217,0.544463,2.804941,-2.422958,-1.578330,7.883766,0.446651
2.730000,2.334585,0.529383,2.781107,-2.343483,-1.436710,8.007719,0.673989
2.740000,2.339809,0.515745,2.758075,-2.262869,-1.290419,8.112380,0.896098
2.750000,2.344905,0.503584,2.735854,-2.181288,-1.141705,8.201660,1.111570
2.760000,2.349886,0.492912,2.714452,-2.098877,-0.992713,8.279181,1.319022
2.770000,2.354768,0.483723,2.693879,-2.015732,-0.845473,8.348252,1.517115
2.780000,2.359566,0.475989,2.674140,-1.931926,-0.701881,8.411844,1.704556
2.790000,2.364293,0.469667,2.655242,-1.847503,-0.563695,8.472590,1.880112
2.800000,2.368963,0.464693,2.637192,-1.762478,-0.432532,8.532788,2.042618
2.810000,2.373591,0.460989,2.619995,-1.676845,-0.309861,8.594415,2.190987
2.820000,2.378187,0.458464,2.603657,-1.590581,-0.197010,8.659134,2.324218
2.830000,2.382763,0.457012,2.588185,-1.503647,-0.095170,8.728324,2.441402
2.840000,2.387330,0.456519,2.573586,-1.415993,-0.005394,8.803103,2.541732
2.850000,2.391897,0.456860,2.559868,-1.327562,0.071390,8.884354,2.624508
2.860000,2.396470,0.457901,2.547038,-1.238283,0.134384,8.972749,2.689144
2.870000,2.401057,0.459500,2.535105,-1.148083,0.182906,9.068774,2.735169
2.880000,2.405661,0.461510,2.524080,-1.056882,0.216392,9.172753,2.762235
2.890000,2.410288,0.463776,2.513971,-0.964600,0.234386,9.284868,2.770119
2.900000,2.414937,0.466144,2.504792,-0.871156,0.236538,9.405183,2.758724
2.910000,2.419610,0.468453,2.496552,-0.776469,0.222601,9.533663,2.728081
2.920000,2.424305,0.470542,2.489267,-0.680457,0.192424,9.670190,2.678351
2.930000,2.429020,0.472248,2.482948,-0.583039,0.145952,9.814577,2.609820
2.940000,2.433749,0.473407,2.477611,-0.484140,0.083220,9.966580,2.522902
2.950000,2.438486,0.473858,2.473270,-0.383683,0.004355,10.125910,2.418133
2.960000,2.443223,0.473440,2.469942,-0.281598,-0.090433,10.292239,2.296170
2.970000,2.447951,0.471997,2.467644,-0.177816,-0.200849,10.465205,2.157785
2.980000,2.452659,0.469373,2.466392,-0.072273,-0.326513,10.644415,2.003860
2.990000,2.457334,0.465418,2.466205,0.035091,-0.466965,10.829440,1.835381
3.000000,2.461962,0.459986,2.467100,0.144333,-0.621661,11.019813,1.653432
3.010000,2.466528,0.452939,2.469098,0.255504,-0.789978,11.215024,1.459186
3.020000,2.471015,0.444143,2.472217,0.368648,-0.971206,11.414500,1.253896
3.030000,2.475405,0.433474,2.476477,0.483806,-1.164549,11.617601,1.038890
3.040000,2.479678,0.420815,2.481900,0.601009,-1.369124,11.823586,0.815557
3.050000,2.483814,0.406058,2.488504,0.720283,-1.583950,12.031598,0.585338
3.060000,2.487792,0.389106,2.496312,0.841645,-1.807944,12.240628,0.349718
3.070000,2.491589,0.369872,2.505344,0.965097,-2.039909,12.449478,0.110214
3.080000,2.495181,0.348285,2.515621,1.090630,-2.278526,12.656723,-0.131639
3.090000,2.498546,0.324284,2.527164,1.218220,-2.522334,12.860653,-0.374293
3.100000,2.501659,0.297828,2.539992,1.347822,-2.769717,13.059223,-0.616205
3.110000,2.504495,0.268885,2.554127,1.479375,-3.018882,13.249981,-0.855842
3.120000,2.507028,0.237450,2.569586,1.612789,-3.267836,13.430004,-1.091697
3.130000,2.509235,0.203535,2.586388,1.747934,-3.514355,13.595816,-1.322298
3.140000,2.511091,0.167178,2.604550,1.884646,-3.755959,13.743306,-1.546218
3.150000,2.512571,0.128442,2.624086,2.022720,-3.989891,13.867650,-1.762087
3.160000,2.513652,0.087417,2.645008,2.161899,-4.213081,13.963229,-1.968601
3.170000,2.514312,0.044228,2.667326,2.301867,-4.422130,14.023565,-2.164531
3.180000,2.514530,-0.000967,2.691047,2.442232,-4.613297,14.041277,-2.348734
3.190000,2.514287,-0.047966,2.716171,2.582524,-4.782500,14.008077,-2.520158
3.200000,2.513566,-0.096528,2.742695,2.722192,-4.925345,13.914809,-2.677854
3.210000,2.512352,-0.146369,2.770610,2.860587,-5.037183,13.751571,-2.820979
3.220000,2.510635,-0.197153,2.799900,2.996955,-5.113196,13.507921,-2.948804
3.230000,2.508407,-0.248497,2.830540,3.130440,-5.148551,13.173231,-3.060717
3.240000,2.505665,-0.299972,2.862496,3.260081,-5.138591,12.737135,-3.156233
3.250000,2.502409,-0.351106,2.895725,3.384819,-5.079084,12.190116,-3.234988
3.260000,2.498645,-0.401383,2.930172,3.503500,-4.966523,11.524256,-3.296751
3.270000,2.494386,-0.450251,2.965771,3.614888,-4.798469,10.734048,-3.341420
3.280000,2.489647,-0.497155,3.002442,3.717738,-4.573911,9.817281,-3.369024
3.290000,2.484451,-0.541539,3.040093,3.810809,-4.293566,8.775783,-3.379721
3.300000,2.478826,-0.582853,3.078621,3.892870,-3.960116,7.616012,-3.373799
