time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N
7.730000,-3.468212,0.344283,1.332463,2.090839,1.756057,16.578791,2.734301
7.740000,-3.464685,0.360880,1.354199,2.256368,1.560580,16.526940,2.767012
7.750000,-3.461002,0.375440,1.377588,2.421388,1.348378,16.477280,2.799643
7.760000,-3.457184,0.387791,1.402625,2.585928,1.119066,16.431524,2.831315
7.770000,-3.453254,0.397762,1.429305,2.750037,0.872322,16.391636,2.861160
7.780000,-3.449237,0.405178,1.457625,2.913785,0.607888,16.359823,2.888325
7.790000,-3.445159,0.409860,1.487580,3.077267,0.325574,16.338524,2.911984
7.800000,-3.441049,0.411630,1.519170,3.240600,0.025271,16.330389,2.931343
7.810000,-3.436937,0.410307,1.552392,3.403929,-0.293054,16.338243,2.945648
7.820000,-3.432854,0.405710,1.587249,3.567428,-0.629351,16.365044,2.954190
7.830000,-3.428834,0.397660,1.623742,3.731304,-0.983474,16.413833,2.956315
7.840000,-3.424913,0.385980,1.661877,3.895790,-1.355162,16.487660,2.951425
7.850000,-3.421127,0.370498,1.701660,4.061151,-1.744014,16.589496,2.938989
7.860000,-3.417516,0.351045,1.743104,4.227681,-2.149449,16.722112,2.918543
7.870000,-3.414120,0.327459,1.786219,4.395700,-2.570642,16.887924,2.889699
7.880000,-3.410981,0.299585,1.831024,4.565554,-3.006459,17.088791,2.852142
7.890000,-3.408143,0.267284,1.877538,4.737601,-3.455325,17.325738,2.805642
7.900000,-3.405651,0.230439,1.925784,4.912195,-3.915052,17.598572,2.750048
7.910000,-3.403550,0.188957,1.975791,5.089684,-4.382660,17.905407,2.685293
7.920000,-3.401887,0.142780,2.027588,5.270387,-4.854084,18.241997,2.611397
7.930000,-3.400710,0.091887,2.081210,5.454583,-5.323870,18.600926,2.528465
7.940000,-3.400066,0.036324,2.136693,5.642459,-5.784665,18.970470,2.436685
7.950000,-3.399999,-0.023757,2.194073,5.834003,-6.226569,19.333115,2.336330
7.960000,-3.400555,-0.088100,2.253384,6.029013,-6.636601,19.663980,2.227753
7.970000,-3.401774,-0.156317,2.314662,6.227038,-6.998057,19.928999,2.111388
7.980000,-3.403692,-0.227826,2.377932,6.427215,-7.289666,20.082827,1.987744
7.990000,-3.406339,-0.301798,2.443210,6.628150,-7.485089,20.067225,1.857400
8.000000,-3.409733,-0.377105,2.510491,6.827766,-7.552852,19.810408,1.721005
8.010000,-3.413880,-0.452309,2.579751,7.023271,-7.457395,19.228742,1.579269
8.020000,-3.418772,-0.525583,2.650931,7.210953,-7.161183,18.231473,1.432958
8.030000,-3.424378,-0.594742,2.723929,7.386214,-6.629145,16.730815,1.282889
8.040000,-3.430645,-0.657296,2.798596,7.543668,-5.835134,14.657424,1.129922
8.050000,-3.437493,-0.710543,2.874723,7.677354,-4.770020,11.980322,0.974956
8.060000,-3.444816,-0.751833,2.952043,7.781323,-3.449999,8.727619,0.818918
8.070000,-3.452482,-0.778843,3.030233,7.850309,-1.921682,4.999936,0.662758
8.080000,-3.460339,-0.789830,3.108920,7.880322,-0.261154,0.969136,0.507441
8.090000,-3.468222,-0.783948,3.187702,7.869422,1.434595,-3.142073,0.353938
8.100000,-3.475963,-0.761361,3.266173,7.817997,3.062771,-7.096675,0.203220
8.110000,-3.483398,-0.723227,3.343936,7.728718,4.531646,-10.684440,0.056247
8.120000,-3.490382,-0.671489,3.420635,7.606048,5.774042,-13.754538,-0.086036
8.130000,-3.496790,-0.608623,3.495964,7.455612,6.753518,-16.229946,-0.222709
8.140000,-3.502526,-0.537322,3.569675,7.283463,7.463119,-18.103452,-0.352884
8.150000,-3.507518,-0.460211,3.641581,7.095405,7.918755,-19.420780,-0.475714
8.160000,-3.511719,-0.379691,3.711548,6.896640,8.150850,-20.259710,-0.590395
8.170000,-3.515107,-0.297815,3.779492,6.691502,8.196421,-20.710881,-0.696181
8.180000,-3.517676,-0.216259,3.845368,6.483417,8.093239,-20.863967,-0.792381
8.190000,-3.519438,-0.136329,3.909160,6.274946,7.876164,-20.799395,-0.878371
8.200000,-3.520412,-0.059014,3.970872,6.067926,7.575380,-20.584669,-0.953597
8.210000,-3.520629,0.014981,4.030527,5.863576,7.215833,-20.273657,-1.017580
8.220000,-3.520125,0.085175,4.088155,5.662634,6.817477,-19.907656,-1.069921
8.230000,-3.518939,0.151255,4.143792,5.465501,6.395935,-19.517268,-1.110302
8.240000,-3.517114,0.213054,4.197478,5.272302,5.963169,-19.124347,-1.138491
8.250000,-3.514693,0.270510,4.249251,5.082975,5.528207,-18.743890,-1.154345
8.260000,-3.511718,0.323636,4.299150,4.897343,5.097808,-18.385681,-1.157807
8.270000,-3.508234,0.372500,4.347210,4.715163,4.676995,-18.055599,-1.148913
8.280000,-3.504282,0.417219,4.393464,4.536131,4.269420,-17.756619,-1.127786
8.290000,-3.499903,0.457940,4.437942,4.359927,3.877743,-17.489647,-1.094640
8.300000,-3.495136,0.494833,4.480671,4.186233,3.503866,-17.254124,-1.049776
8.310000,-3.490019,0.528083,4.521674,4.014742,3.149143,-17.048482,-0.993579
8.320000,-3.484586,0.557884,4.560972,3.845169,2.814499,-16.870490,-0.926519
8.330000,-3.478872,0.584441,4.598583,3.677250,2.500533,-16.717504,-0.849144
8.340000,-3.472907,0.607963,4.634522,3.510745,2.207597,-16.586668,-0.762077
8.350000,-3.466722,0.628663,4.668802,3.345452,1.935852,-16.475058,-0.666011
8.360000,-3.460343,0.646752,4.701434,3.181191,1.685291,-16.379789,-0.561705
8.370000,-3.453795,0.662440,4.732428,3.017812,1.455771,-16.298100,-0.449979
8.380000,-3.447101,0.675937,4.761793,2.855192,1.247027,-16.227413,-0.331701
8.390000,-3.440283,0.687448,4.789534,2.693233,1.058689,-16.165385,-0.207791
8.400000,-3.433358,0.697176,4.815659,2.531858,0.890282,-16.109932,-0.079205
8.410000,-3.426344,0.705317,4.840173,2.371015,0.741245,-16.059256,0.053068
8.420000,-3.419256,0.712064,4.863081,2.210664,0.610926,-16.011855,0.188015
8.430000,-3.412107,0.717597,4.884388,2.050778,0.498590,-15.966525,0.324607
8.440000,-3.404908,0.722094,4.904098,1.891336,0.403434,-15.922353,0.461805
8.450000,-3.397668,0.725720,4.922216,1.732329,0.324598,-15.878709,0.598571
8.460000,-3.390396,0.728636,4.938746,1.573757,0.261178,-15.835224,0.733874
8.470000,-3.383097,0.730993,4.953693,1.415620,0.212235,-15.791766,0.866699
8.480000,-3.375778,0.732928,4.967060,1.257918,0.176809,-15.748412,0.996053
8.490000,-3.368440,0.734571,4.978853,1.100650,0.153938,-15.705419,1.120976
8.500000,-3.361086,0.736044,4.989075,0.943810,0.142670,-15.663190,1.240546
8.510000,-3.353719,0.737458,4.997730,0.787385,0.142086,-15.622239,1.353885
8.520000,-3.346337,0.738917,5.004824,0.631361,0.151308,-15.583157,1.460169
8.530000,-3.338940,0.740514,5.010359,0.475714,0.169522,-15.546581,1.558634
8.540000,-3.331526,0.742336,5.014339,0.320418,0.195987,-15.513161,1.648577
8.550000,-3.324092,0.744462,5.016768,0.165438,0.230048,-15.483533,1.729368
8.560000,-3.316636,0.746964,5.017649,0.010735,0.271151,-15.458302,1.800450
8.570000,-3.309152,0.749909,5.016984,-0.143743,0.318847,-15.438013,1.861345
8.580000,-3.301636,0.753360,5.014775,-0.298045,0.372802,-15.423147,1.911659
8.590000,-3.294083,0.757380,5.011023,-0.452228,0.432800,-15.414109,1.951082
8.600000,-3.286486,0.762031,5.005730,-0.606351,0.498746,-15.411222,1.979391
8.610000,-3.278840,0.767374,4.998896,-0.760475,0.570666,-15.414735,1.996453
8.620000,-3.271136,0.773467,4.990520,-0.914666,0.648702,-15.424826,2.002224
8.630000,-3.263368,0.780371,4.980602,-1.068993,0.733111,-15.441619,1.996751
8.640000,-3.255526,0.788153,4.969140,-1.223522,0.824255,-15.465198,1.980169
8.650000,-3.247601,0.796882,4.956131,-1.378320,0.922594,-15.495630,1.952703
8.660000,-3.239585,0.806630,4.941572,-1.533456,1.028676,-15.532989,1.914660
8.670000,-3.231465,0.817481,4.925461,-1.689001,1.143123,-15.577381,1.866433
8.680000,-3.223231,0.829522,4.907791,-1.845027,1.266624,-15.628974,1.808493
8.690000,-3.214871,0.842846,4.888558,-2.001606,1.399915,-15.688026,1.741389
8.700000,-3.206370,0.857556,4.867757,-2.158815,1.543768,-15.754914,1.665738
8.710000,-3.197714,0.873759,4.845379,-2.316737,1.698981,-15.830156,1.582224
8.720000,-3.188889,0.891574,4.821419,-2.475457,1.866351,-15.914442,1.491590
8.730000,-3.179877,0.911129,4.795867,-2.635063,2.046668,-16.008643,1.394633
8.740000,-3.170660,0.932555,4.768715,-2.795661,2.240703,-16.113834,1.292198
8.750000,-3.161219,0.955994,4.739951,-2.957370,2.449194,-16.231297,1.185168
8.760000,-3.151533,0.981592,4.709564,-3.120323,2.672827,-16.362521,1.074459
8.770000,-3.141580,1.009504,4.677540,-3.284668,2.912218,-16.509186,0.961014
8.780000,-3.131335,1.039889,4.643865,-3.450568,3.167880,-16.673140,0.845790
8.790000,-3.120773,1.072914,4.608522,-3.618200,3.440200,-16.856352,0.729754
8.800000,-3.109867,1.108745,4.571494,-3.787764,3.729417,-17.060849,0.613877
8.810000,-3.098588,1.147555,4.532760,-3.959491,4.035583,-17.288623,0.499118
8.820000,-3.086906,1.189516,4.492296,-4.133625,4.358485,-17.541500,0.386427
8.830000,-3.074787,1.234786,4.450078,-4.310419,4.697557,-17.820950,0.276725
8.840000,-3.062198,1.283521,4.406078,-4.490140,5.051784,-18.127834,0.170909
8.850000,-3.049104,1.335864,4.360265,-4.673062,5.419563,-18.462077,0.069833
8.860000,-3.035469,1.391936,4.312606,-4.859440,5.798477,-18.822186,-0.025690
8.870000,-3.021254,1.451835,4.263065,-5.049527,6.185105,-19.204685,-0.114899
8.880000,-3.006419,1.515645,4.211602,-5.243579,6.574754,-19.603377,-0.197094
8.890000,-2.990926,1.583354,4.158177,-5.441693,6.960769,-20.008102,-0.271634
8.900000,-2.974738,1.654857,4.102752,-5.643799,7.334063,-20.403417,-0.337950
8.910000,-2.957817,1.729955,4.045289,-5.849662,7.682612,-20.767060,-0.395544
8.920000,-2.940129,1.808350,3.985750,-6.058874,7.990873,-21.068224,-0.443997
8.930000,-2.921642,1.889546,3.924106,-6.270613,8.238742,-21.265216,-0.482971
8.940000,-2.902331,1.972834,3.860334,-6.483628,8.401122,-21.303756,-0.512212
8.950000,-2.882180,2.057202,3.794431,-6.695989,8.447416,-21.115558,-0.531550
8.960000,-2.861187,2.141294,3.726422,-6.904964,8.342094,-20.618952,-0.540905
8.970000,-2.839362,2.223404,3.656357,-7.107022,8.046677,-19.722757,-0.540283
8.980000,-2.816733,2.301473,3.584322,-7.297789,7.523362,-18.334460,-0.529778
8.990000,-2.793354,2.373006,3.510457,-7.471803,6.740588,-16.373762,-0.509571
9.000000,-2.769304,2.435335,3.434961,-7.623128,5.681748,-13.793060,-0.479930
9.010000,-2.744687,2.485739,3.358091,-7.745608,4.353639,-10.598836,-0.441203
9.020000,-2.719637,2.521656,3.280164,-7.833374,2.793289,-6.869249,-0.393822
9.030000,-2.694310,2.541060,3.201556,-7.881726,1.070030,-2.759988,-0.338294
9.040000,-2.668875,2.542814,3.122672,-7.887994,-0.721014,1.510815,-0.275198
9.050000,-2.643513,2.526768,3.043937,-7.851784,-2.472678,5.695630,-0.205180
9.060000,-2.618396,2.493833,2.965770,-7.775153,-4.083522,9.560854,-0.128951
9.070000,-2.593686,2.445845,2.888555,-7.662266,-5.473950,12.925887,-0.047276
9.080000,-2.569521,2.385255,2.812627,-7.518666,-6.595322,15.684865,0.039031
9.090000,-2.546014,2.314884,2.738263,-7.350672,-7.431218,17.808649,0.129112
9.100000,-2.523247,2.237554,2.665674,-7.164512,-7.991841,19.330379,0.222071
9.110000,-2.501277,2.155875,2.595014,-6.965835,-8.305332,20.323710,0.316989
9.120000,-2.480136,2.072144,2.526383,-6.759486,-8.409233,20.881772,0.412923
9.130000,-2.459835,1.988255,2.459837,-6.549326,-8.343429,21.100407,0.508918
9.140000,-2.440366,1.905715,2.395399,-6.338312,-8.145695,21.067852,0.604017
9.150000,-2.421712,1.825674,2.333067,-6.128565,-7.849228,20.859472,0.697264
9.160000,-2.403842,1.748966,2.272819,-5.921504,-7.481731,20.536220,0.787717
9.170000,-2.386719,1.676195,2.214624,-5.718050,-7.065636,20.145508,0.874455
9.180000,-2.370303,1.607757,2.158444,-5.518700,-6.618558,19.722841,0.956583
9.190000,-2.354549,1.543889,2.104236,-5.323632,-6.154041,19.293912,1.033245
9.200000,-2.339410,1.484703,2.051958,-5.132790,-5.682350,18.876660,1.103624
9.210000,-2.324839,1.430232,2.001567,-4.946002,-5.211250,18.483112,1.166959
9.220000,-2.310790,1.380450,1.953025,-4.763008,-4.746567,18.120810,1.222543
9.230000,-2.297215,1.335268,1.906295,-4.583472,-4.292592,17.793915,1.269733
9.240000,-2.284070,1.294557,1.861345,-4.407018,-3.852495,17.504145,1.307955
9.250000,-2.271309,1.258167,1.818146,-4.233272,-3.428646,17.251471,1.336712
9.260000,-2.258892,1.225924,1.776672,-4.061867,-3.022805,17.034618,1.355585
9.270000,-2.246778,1.197642,1.736902,-3.892459,-2.636302,16.851451,1.364238
9.280000,-2.234927,1.173126,1.698817,-3.724729,-2.270138,16.699253,1.362422
9.290000,-2.223303,1.152170,1.662403,-3.558383,-1.925064,16.574948,1.349977
9.300000,-2.211872,1.134555,1.627646,-3.393151,-1.601637,16.475259,1.326837
9.310000,-2.200602,1.120065,1.594536,-3.228805,-1.300277,16.396836,1.293024
9.320000,-2.189461,1.108476,1.563067,-3.065152,-1.021284,16.336356,1.248658
9.330000,-2.178423,1.099564,1.533232,-2.902031,-0.764843,16.290592,1.193947
9.340000,-2.167462,1.093102,1.505026,-2.739306,-0.531034,16.256481,1.129194
9.350000,-2.156554,1.088866,1.478445,-2.576875,-0.319837,16.231168,1.054790
9.360000,-2.145678,1.086630,1.453487,-2.414661,-0.131135,16.212049,0.971214
9.370000,-2.134815,1.086170,1.430151,-2.252617,0.035283,16.196799,0.879027
9.380000,-2.123949,1.087265,1.408434,-2.090711,0.179739,16.183393,0.778873
9.390000,-2.113066,1.089695,1.388336,-1.928941,0.302647,16.170120,0.671468
9.400000,-2.102152,1.093248,1.369855,-1.767314,0.404526,16.155591,0.557599
9.410000,-2.091198,1.097715,1.352990,-1.605847,0.485995,16.138741,0.438118
9.420000,-2.080195,1.102899,1.337738,-1.444561,0.547762,16.118818,0.313932
9.430000,-2.069138,1.108606,1.324098,-1.283487,0.590617,16.095371,0.186000
9.440000,-2.058022,1.114652,1.312067,-1.122662,0.615417,16.068231,0.055324
9.450000,-2.046844,1.120859,1.301643,-0.962129,0.623075,16.037484,-0.077060
9.460000,-2.035604,1.127058,1.292824,-0.801918,0.614555,16.003448,-0.210088
9.470000,-2.024303,1.133096,1.285604,-0.642064,0.590846,15.966634,-0.342677
9.480000,-2.012943,1.138826,1.279981,-0.482590,0.552955,15.927722,-0.473735
9.490000,-2.001529,1.144112,1.275951,-0.323515,0.501883,15.887520,-0.602170
9.500000,-1.990064,1.148827,1.273509,-0.164845,0.438610,15.846934,-0.726894
9.510000,-1.978555,1.152851,1.272651,-0.006579,0.364081,15.806935,-0.846840
9.520000,-1.967010,1.156077,1.273375,0.151296,0.279192,15.768525,-0.960962
9.530000,-1.955437,1.158404,1.275676,0.308800,0.184773,15.732715,-1.068250
9.540000,-1.943844,1.159741,1.279551,0.465964,0.081578,15.700494,-1.167736
9.550000,-1.932245,1.160006,1.284995,0.622826,-0.029722,15.672815,-1.258502
9.560000,-1.920648,1.159117,1.292007,0.779436,-0.148555,15.650580,-1.339687
9.570000,-1.909066,1.157005,1.300584,0.935855,-0.274451,15.634625,-1.410498
9.580000,-1.897512,1.153603,1.310724,1.092151,-0.407043,15.625718,-1.470210
9.590000,-1.885999,1.148846,1.322426,1.248397,-0.546074,15.624559,-1.518179
9.600000,-1.874540,1.142668,1.335691,1.404674,-0.691393,15.631781,-1.553846
9.610000,-1.863151,1.135004,1.350520,1.561066,-0.842954,15.647960,-1.576740
9.620000,-1.851845,1.125791,1.366913,1.717666,-1.000810,15.673625,-1.586483
9.630000,-1.840640,1.114965,1.384874,1.874571,-1.165109,15.709272,-1.582797
9.640000,-1.829551,1.102463,1.404406,2.031885,-1.336084,15.755381,-1.565501
9.650000,-1.818597,1.088218,1.425514,2.189716,-1.514044,15.812437,-1.534520
9.660000,-1.807793,1.072157,1.448203,2.348175,-1.699359,15.880944,-1.489881
9.670000,-1.797160,1.054204,1.472480,2.507377,-1.892447,15.961447,-1.431718
9.680000,-1.786716,1.034280,1.498353,2.667445,-2.093761,16.054541,-1.360267
9.690000,-1.776481,1.012299,1.525832,2.828509,-2.303771,16.160887,-1.275869
9.700000,-1.766477,0.988172,1.554927,2.990705,-2.522943,16.281214,-1.178967
9.710000,-1.756725,0.961807,1.585650,3.154179,-2.751719,16.416316,-1.070102
9.720000,-1.747248,0.933106,1.618015,3.319084,-2.990481,16.567035,-0.949914
9.730000,-1.738071,0.901966,1.652037,3.485577,-3.239524,16.734229,-0.819129
9.740000,-1.729218,0.868284,1.687733,3.653825,-3.499013,16.918726,-0.678566
9.750000,-1.720714,0.831954,1.725120,3.824007,-3.768946,17.121246,-0.529122
9.760000,-1.712588,0.792871,1.764220,3.996312,-4.049090,17.342296,-0.371768
9.770000,-1.704866,0.750935,1.805054,4.170923,-4.338884,17.582009,-0.207545
9.780000,-1.697579,0.706059,1.847647,4.348021,-4.637344,17.839932,-0.037555
9.790000,-1.690755,0.658165,1.892024,4.527777,-4.942938,18.114742,0.137047
9.800000,-1.684426,0.607190,1.938212,4.710351,-5.253427,18.403874,0.315064
9.810000,-1.678621,0.553108,1.986240,4.895851,-5.565607,18.702985,0.495261
9.820000,-1.673374,0.495897,2.036139,5.084399,-5.875201,19.005424,0.676376
9.830000,-1.668715,0.435612,2.087939,5.275981,-6.176284,19.301241,0.857130
9.840000,-1.664673,0.372396,2.141670,5.470422,-6.460875,19.576111,1.036237
9.850000,-1.661276,0.306477,2.197356,5.667384,-6.718541,19.810132,1.212409
9.860000,-1.658550,0.238175,2.255023,5.866363,-6.935980,19.976501,1.384374
9.870000,-1.656518,0.167960,2.314687,6.066543,-7.096314,20.039830,1.550877
9.880000,-1.655195,0.096508,2.376354,6.266668,-7.178556,19.954624,1.710693
9.890000,-1.654589,0.024730,2.440014,6.464960,-7.157468,19.664433,1.862637
9.900000,-1.654698,-0.046200,2.505639,6.659049,-7.003976,19.102233,2.005574
9.910000,-1.655505,-0.114801,2.573171,6.845846,-6.686369,18.192828,2.138421
9.920000,-1.656980,-0.179274,2.642519,7.021489,-6.172937,16.858652,2.260165
9.930000,-1.659070,-0.237516,2.713548,7.181370,-5.436290,15.029802,2.369862
9.940000,-1.661702,-0.287196,2.786076,7.320269,-4.459370,12.658540,2.466649
9.950000,-1.664777,-0.325902,2.859865,7.432702,-3.242535,9.736722,2.549749
9.960000,-1.668175,-0.351324,2.934624,7.513321,-1.809794,6.311781,2.618478
9.970000,-1.671753,-0.361543,3.010010,7.557622,-0.212110,2.495627,2.672250
9.980000,-1.675351,-0.355267,3.085645,7.562499,1.475003,-1.540223,2.710580
9.990000,-1.678802,-0.332050,3.161125,7.526788,3.160207,-5.585336,2.733089
10.000000,-1.681937,-0.292382,3.236048,7.451483,4.749980,-9.423398,2.739508
10.010000,-1.684599,-0.237642,3.310033,7.339640,6.163050,-12.867367,2.729677
10.020000,-1.686647,-0.169907,3.382735,7.195895,7.341451,-15.786292,2.703552
10.030000,-1.687962,-0.091698,3.453863,7.025882,8.255244,-18.116392,2.661199
10.040000,-1.688455,-0.005698,3.523184,6.835539,8.900886,-19.856499,2.602797
10.050000,-1.688059,0.085481,3.590525,6.630567,9.295277,-21.052993,2.528635
10.060000,-1.686736,0.179469,3.655764,6.416042,9.468198,-21.781093,2.439114
10.070000,-1.684467,0.274226,3.718828,6.196217,9.455304,-22.127856,2.334739
10.080000,-1.681254,0.368077,3.779682,5.974467,9.292848,-22.179644,2.216118
10.090000,-1.677113,0.459695,3.838320,5.753348,9.014351,-22.014517,2.083955
10.100000,-1.672071,0.548074,3.894757,5.534678,8.648897,-21.698619,1.939050
10.110000,-1.666165,0.632466,3.949026,5.319695,8.220665,-21.285453,1.782286
10.120000,-1.659437,0.712341,4.001166,5.109158,7.749096,-20.816683,1.614628
10.130000,-1.651934,0.787351,4.051225,4.903450,7.249424,-20.323707,1.437111
10.140000,-1.643707,0.857279,4.099252,4.702680,6.733384,-19.829514,1.250836
10.150000,-1.634806,0.922000,4.145295,4.506796,6.209951,-19.350465,1.056962
10.160000,-1.625284,0.981474,4.189403,4.315586,5.685851,-18.897702,0.856690
10.170000,-1.615194,1.035725,4.231621,4.128743,5.166110,-18.478432,0.651265
10.180000,-1.604587,1.084820,4.271991,3.945901,4.654471,-18.096914,0.441956
10.190000,-1.593515,1.128854,4.310551,3.766666,4.153747,-17.755243,0.230054
10.200000,-1.582027,1.167944,4.347335,3.590647,3.666079,-17.453924,0.016855
10.210000,-1.570172,1.202227,4.382374,3.417449,3.193111,-17.192297,-0.196341
10.220000,-1.557997,1.231858,4.415692,3.246678,2.736119,-16.968860,-0.408249
10.230000,-1.545549,1.257004,4.447314,3.077956,2.296139,-16.781518,-0.617603
10.240000,-1.532872,1.277839,4.477257,2.910937,1.874058,-16.627777,-0.823168
10.250000,-1.520007,1.294547,4.505537,2.745298,1.470652,-16.504860,-1.023750
10.260000,-1.506994,1.307317,4.532166,2.580746,1.086628,-16.409820,-1.218204
10.270000,-1.493873,1.316347,4.557154,2.417018,0.722644,-16.339612,-1.405442
10.280000,-1.480679,1.321840,4.580509,2.253881,0.379330,-16.291159,-1.584442
10.290000,-1.467447,1.324005,4.602234,2.091133,0.057291,-16.261401,-1.754260
10.300000,-1.454209,1.323057,4.622333,1.928598,-0.242896,-16.247336,-1.914029
10.310000,-1.440995,1.319219,4.640807,1.766138,-0.520677,-16.246063,-2.062974
10.320000,-1.427834,1.312719,4.657655,1.603641,-0.775530,-16.254805,-2.200411
10.330000,-1.414749,1.303788,4.672878,1.441021,-1.006979,-16.270946,-2.325758
10.340000,-1.401765,1.292661,4.686474,1.278214,-1.214602,-16.292056,-2.438536
10.350000,-1.388903,1.279579,4.698441,1.115178,-1.398035,-16.315912,-2.538372
10.360000,-1.376179,1.264783,4.708777,0.951894,-1.556980,-16.340521,-2.625005
10.370000,-1.363612,1.248520,4.717479,0.788366,-1.691213,-16.364135,-2.698285
10.380000,-1.351213,1.231039,4.724544,0.624612,-1.800594,-16.385269,-2.758176
10.390000,-1.338994,1.212587,4.729971,0.460661,-1.885075,-16.402708,-2.804754
10.400000,-1.326964,1.193417,4.733757,0.296563,-1.944701,-16.415519,-2.838209
10.410000,-1.315127,1.173776,4.735902,0.132371,-1.979614,-16.423050,-2.858842
10.420000,-1.303489,1.153911,4.736404,-0.031865,-1.990051,-16.424930,-2.867059
10.430000,-1.292049,1.134061,4.735264,-0.196092,-1.976349,-16.421065,-2.863375
10.440000,-1.280807,1.114466,4.732482,-0.360258,-1.938932,-16.411628,-2.848403
10.450000,-1.269758,1.095360,4.728060,-0.524309,-1.878316,-16.397048,-2.822852
10.460000,-1.258897,1.076972,4.721997,-0.688193,-1.795101,-16.377990,-2.787521
10.470000,-1.248216,1.059528,4.714296,-0.851864,-1.689967,-16.355342,-2.743293
10.480000,-1.237703,1.043242,4.704960,-1.015295,-1.563661,-16.330189,-2.691125
10.490000,-1.227346,1.028322,4.693991,-1.178466,-1.416998,-16.303786,-2.632043
10.500000,-1.217131,1.014967,4.681392,-1.341371,-1.250845,-16.277536,-2.567132
10.510000,-1.207041,1.003368,4.667165,-1.504019,-1.066113,-16.252955,-2.497529
10.520000,-1.197057,0.993705,4.651313,-1.666438,-0.863757,-16.231644,-2.424411
10.530000,-1.187160,0.986149,4.633837,-1.828667,-0.644763,-16.215257,-2.348987
10.540000,-1.177327,0.980862,4.614740,-1.990765,-0.410151,-16.205464,-2.272488
10.550000,-1.167535,0.977994,4.594022,-2.152804,-0.160969,-16.203913,-2.196156
10.560000,-1.157759,0.977685,4.571683,-2.314870,0.101703,-16.212189,-2.121234
10.570000,-1.147972,0.980067,4.547724,-2.477078,0.376762,-16.231771,-2.048956
10.580000,-1.138148,0.985258,4.522141,-2.639550,0.663057,-16.263979,-1.980537
10.590000,-1.128257,0.993365,4.494932,-2.802415,0.959373,-16.309915,-1.917159
10.600000,-1.118270,1.004479,4.466091,-2.965810,1.264406,-16.370387,-1.859969
10.610000,-1.108157,1.018679,4.435613,-3.129878,1.576737,-16.445830,-1.810061
10.620000,-1.097886,1.036031,4.403490,-3.294770,1.894792,-16.536196,-1.768471
10.630000,-1.087426,1.056583,4.369714,-3.460636,2.216784,-16.640827,-1.736168
10.640000,-1.076744,1.080357,4.334275,-3.627591,2.540602,-16.758261,-1.714042
10.650000,-1.065808,1.107377,4.297159,-3.795794,2.863844,-16.886096,-1.702902
10.660000,-1.054585,1.137628,4.258354,-3.965347,3.183575,-17.020662,-1.703463
10.670000,-1.043044,1.171052,4.217846,-4.136277,3.496167,-17.156675,-1.716343
10.680000,-1.031153,1.207541,4.175622,-4.308531,3.797149,-17.286826,-1.742056
10.690000,-1.018883,1.246945,4.131671,-4.481982,4.081038,-17.401322,-1.781006
10.700000,-1.006206,1.289066,4.085981,-4.656423,4.341158,-17.487353,-1.833486
10.710000,-0.993095,1.333644,4.038542,-4.831533,4.569374,-17.528454,-1.899670
10.720000,-0.979527,1.380305,3.989350,-5.006748,4.755694,-17.503677,-1.979615
10.730000,-0.965483,1.428581,3.938408,-5.181307,4.888186,-17.387073,-2.073256
10.740000,-0.950951,1.477855,3.885728,-5.354113,4.952697,-17.147059,-2.180409
10.750000,-0.935925,1.527358,3.831336,-5.523726,4.932953,-16.746358,-2.300768
10.760000,-0.920407,1.576169,3.775272,-5.688352,4.810960,-16.142611,-2.433906
10.770000,-0.904408,1.623175,3.717594,-5.845750,4.567647,-15.289842,-2.579283
10.780000,-0.887953,1.667053,3.658389,-5.993159,4.184157,-14.141385,-2.736242
10.790000,-0.871082,1.706326,3.597774,-6.127429,3.644087,-12.654965,-2.904017
10.800000,-0.853848,1.739374,3.535897,-6.245027,2.936119,-10.799132,-3.081737
10.810000,-0.836321,1.764498,3.472941,-6.342185,2.057215,-8.561145,-3.268432
10.820000,-0.818590,1.779982,3.409134,-6.415037,1.015774,-5.955029,-3.463041
10.830000,-0.800759,1.784319,3.344734,-6.460148,-0.165926,-3.027715,-3.664415
10.840000,-0.782945,1.776309,3.280033,-6.474767,-1.451526,0.139789,-3.871330
10.850000,-0.765276,1.755111,3.215346,-6.456939,-2.792813,3.437253,-4.082494
10.860000,-0.747887,1.720454,3.151005,-6.406023,-4.134338,6.736375,-4.296554
10.870000,-0.730911,1.672614,3.087335,-6.322649,-5.420131,9.906936,-4.512110
10.880000,-0.714476,1.612401,3.024654,-6.208692,-6.600414,12.833161,-4.727721
10.890000,-0.698700,1.541080,2.963253,-6.067083,-7.637032,15.426930,-4.941918
10.900000,-0.683687,1.460226,2.903392,-5.901458,-8.506388,17.634859,-5.153214
10.910000,-0.669522,1.371545,2.845291,-5.715747,-9.199467,19.438258,-5.360117
10.920000,-0.656276,1.276807,2.789131,-5.513994,-9.719881,20.848106,-5.561138
10.930000,-0.644000,1.177681,2.735052,-5.299989,-10.080498,21.896819,-5.754802
10.940000,-0.632732,1.075670,2.683160,-5.077115,-10.299868,22.629542,-5.939665
10.950000,-0.622492,0.972084,2.633529,-4.848285,-10.399133,23.096716,-6.114317
