g1
0.000000
0.426029
0.623832
0.591318
0.328099
-0.161367
-0.845063
-1.633889
-2.368991
-2.850233
-2.908506
-2.487385
-1.679038
-0.684172
0.278726
1.055256
1.583684
1.870381
1.941085
1.798969
1.407945
0.712606
-0.298074
-1.495107
-2.539501
-2.940141
-2.304560
-0.680232
1.299116
2.693215
2.831979
1.732001
0.011273
-1.577012
-2.573786
-2.930977
-2.864356
-2.647569
-2.485632
-2.479339
-2.630162
-2.845080
-2.940310
-2.677338
-1.865505
-0.512176
1.080492
2.392247
2.940234
2.548379
1.427678
0.019972
-1.253104
-2.158138
-2.668428
-2.884573
-2.940301
-2.941197
-2.941016
-2.941467
-2.903392
-2.765259
-2.468272
-1.983660
-1.331564
-0.580560
0.174201
0.843101
1.367214
1.724959
1.920627
1.964085
1.852522
1.562600
1.058604
0.319415
-0.619993
-1.630564
-2.486455
-2.924325
-2.755480
-1.971625
-0.769012
0.536075
1.649188
2.407334
2.802995
2.934566
2.933146
2.906153
2.909111
2.937172
2.926685
2.767007
2.331411
1.533026
0.392907
-0.916525
-2.095859
-2.821355
-2.882052
-2.272975
-1.189173
0.069884
1.223683
2.096175
2.636415
2.888415
2.942246
2.892483
2.814290
2.755402
2.737580
2.762038
2.815768
2.877940
2.926281
2.942878
2.918659
2.855381
2.764752
2.665138
2.577019
2.518616
2.502398
2.532840
2.605325
2.706127
2.813661
2.901370
2.942334
2.914971
2.808508
2.626381
2.386341
2.117014
1.852334
1.625703
1.465442
1.392356
1.418620
1.546950
1.768896
2.062043
2.387172
2.687641
2.893731
2.933630
2.749974
2.317433
1.654565
0.824008
-0.080440
-0.955946
-1.713939
-2.296876
-2.684209
-2.888111
-2.942865
-2.892694
-2.781652
-2.647179
-2.517282
-2.410341
-2.336399
-2.299007
-2.297063
-2.326413
-2.381107
-2.454379
-2.539313
-2.629264
-2.718022
-2.799730
-2.868602
-2.918449
-2.942127
-2.930975
-2.874335
-2.759412
-2.571667
-2.295958
-1.918877
-1.432284
-0.837805
-0.151773
0.590933
1.335972
2.013358
2.546974
2.868739
2.934141
2.734203
2.299320
1.692891
0.996655
0.292542
-0.352693
-0.895943
-1.318398
-1.619934
-1.810849
-1.903915
-1.908875
-1.830182
-1.667868
-1.420797
-1.091069
-0.688032
-0.230280
0.255240
0.737246
1.185609
1.576677
1.896690
2.142016
2.317068
2.430702
2.492445
2.509711
2.486477
2.423548
2.320145
2.176180
1.994678
1.783477
1.555548
1.328198
1.121138
0.954022
0.844604
0.807435
0.852886
0.986279
1.206478
1.503408
1.855282
2.226562
2.568613
2.824833
2.940519
2.875796
2.617407
2.184493
1.625469
1.006444
0.395590
-0.150315
-0.593502
-0.915165
-1.109910
-1.178185
-1.119903
-0.931820
-0.609682
-0.155047
0.415346
1.061203
1.716550
2.297817
2.721676
2.927568
2.895231
2.649610
2.251308
1.777743
1.303673
0.887802
0.568112
0.364161
0.282136
0.319644
0.468056
0.712467
1.030648
1.392721
1.763337
2.107001
2.394994
2.611161
2.754333
2.835782
2.871911
2.874424
2.839655
2.739063
2.513955
2.080422
1.354003
0.302720
-0.976660
-2.196405
-2.902480
-2.653489
-1.325544
0.647495
2.361962
2.934217
2.083076
0.313199
-1.477700
-2.610178
-2.942970
-2.751861
-2.422969
-2.237750
-2.314140
-2.608809
-2.905455
-2.824803
-1.978580
-0.307645
1.634066
2.851140
2.585410
0.943563
-1.148372
-2.615844
-2.899029
-2.116355
-0.778723
0.591099
1.675022
2.380168
2.757548
2.911746
2.942857
2.922777
2.892925
2.871100
2.860260
2.855898
2.850825
2.836741
2.802659
2.730580
2.589697
2.331804
1.892517
1.205895
0.240888
-0.938289
-2.106790
-2.863267
-2.743310
-1.502190
0.541936
2.405306
2.883560
1.457061
-1.038605
-2.798343
-2.453682
-0.281211
2.045255
2.942578
2.110041
0.384813
-1.228852
-2.248468
-2.713632
-2.863917
-2.883682
-2.820378
-2.615611
-2.187839
-1.520502
-0.702536
0.107972
0.763417
1.178452
1.321791
1.170171
0.674723
-0.210776
-1.408417
-2.542876
-2.922207
-1.952240
0.152053
2.197781
2.940755
2.167574
0.637190
-0.810232
-1.809367
-2.390886
-2.709258
-2.882809
-2.942565
-2.814970
-2.328228
-1.311276
0.178686
1.700376
2.682173
2.942557
2.802035
2.687901
2.774626
