time_s,cart_pos_m,cart_vel_mps,pendulum_angle_rad,pendulum_ang_vel_radps,cart_accel_mps2,pendulum_ang_accel_radps2,applied_force_N,applied_pendulum_torque_Nm
4.720000,-1.790675,0.072054,4.627862,-4.264796,3.909084,-16.841674,0.000000,0.000000
4.725000,-1.790265,0.092130,4.606327,-4.349359,4.121749,-16.985359,0.000000,0.000000
4.730000,-1.789752,0.113279,4.584368,-4.434667,4.338711,-17.139419,0.000000,0.000000
4.735000,-1.789130,0.135524,4.561979,-4.520772,4.559910,-17.304191,0.000000,0.000000
4.740000,-1.788394,0.158886,4.539158,-4.607728,4.785267,-17.479982,0.000000,0.000000
4.745000,-1.787539,0.183384,4.515900,-4.695591,5.014679,-17.667061,0.000000,0.000000
4.750000,-1.786559,0.209039,4.492201,-4.784417,5.248016,-17.865645,0.000000,0.000000
4.755000,-1.785447,0.235870,4.468055,-4.874266,5.485111,-18.075892,0.000000,0.000000
4.760000,-1.784198,0.263895,4.443456,-4.965194,5.725757,-18.297880,0.000000,0.000000
4.765000,-1.782806,0.293131,4.418401,-5.057260,5.969699,-18.531599,0.000000,0.000000
4.770000,-1.781265,0.323595,4.392882,-5.150526,6.216631,-18.776925,0.000000,0.000000
4.775000,-1.779568,0.355302,4.366893,-5.245050,6.466173,-19.033597,0.000000,0.000000
4.780000,-1.777710,0.388264,4.340429,-5.340886,6.717859,-19.301189,0.000000,0.000000
4.785000,-1.775683,0.422487,4.313482,-5.438086,6.971128,-19.579072,0.000000,0.000000
4.790000,-1.773483,0.457978,4.286046,-5.536697,7.225305,-19.866385,0.000000,0.000000
4.795000,-1.771101,0.494740,4.258113,-5.636762,7.479590,-20.161988,0.000000,0.000000
4.800000,-1.768533,0.532770,4.229676,-5.738323,7.733034,-20.464414,0.000000,0.000000
4.805000,-1.765772,0.572062,4.200727,-5.841404,7.984500,-20.771798,0.000000,0.000000
4.810000,-1.762811,0.612601,4.171260,-5.946024,8.232650,-21.081824,0.000000,0.000000
4.815000,-1.759644,0.654373,4.141265,-6.052203,8.475953,-21.391678,0.000000,0.000000
4.820000,-1.756265,0.697351,4.110735,-6.159938,8.712583,-21.697919,0.000000,0.000000
4.825000,-1.752668,0.741495,4.079662,-6.269196,8.940392,-21.996376,0.000000,0.000000
4.830000,-1.748847,0.786751,4.048039,-6.379916,9.156880,-22.282063,0.000000,0.000000
4.835000,-1.744798,0.833051,4.015860,-6.492011,9.359162,-22.549079,0.000000,0.000000
4.840000,-1.740515,0.880314,3.983117,-6.605367,9.543943,-22.790514,0.000000,0.000000
4.845000,-1.735994,0.928446,3.949805,-6.719840,9.707494,-22.998357,0.000000,0.000000
4.850000,-1.731230,0.977338,3.915918,-6.835258,9.845620,-23.163415,0.000000,0.000000
4.855000,-1.726220,1.026847,3.881452,-6.951368,9.953552,-23.275125,0.000000,0.000000
4.860000,-1.720961,1.076810,3.846405,-7.067884,10.026046,-23.321635,0.000000,0.000000
4.865000,-1.715451,1.127039,3.810773,-7.184451,10.057343,-23.289747,0.000000,0.000000
4.870000,-1.709690,1.177309,3.774559,-7.300640,10.041204,-23.164972,0.000000,0.000000
4.875000,-1.703678,1.227366,3.737766,-7.415940,9.971006,-22.931717,0.000000,0.000000
4.880000,-1.697417,1.276921,3.700401,-7.529763,9.839884,-22.573571,0.000000,0.000000
4.885000,-1.690910,1.325652,3.662473,-7.641441,9.640910,-22.073719,0.000000,0.000000
4.890000,-1.684163,1.373203,3.623993,-7.750229,9.367343,-21.415509,0.000000,0.000000
4.895000,-1.677181,1.419193,3.584978,-7.855310,9.012938,-20.583192,0.000000,0.000000
4.900000,-1.669974,1.463200,3.545448,-7.955773,8.572317,-19.562828,0.000000,0.000000
4.905000,-1.662553,1.504770,3.505429,-8.050616,8.041357,-18.343275,0.000000,0.000000
4.910000,-1.654931,1.543446,3.464953,-8.138830,7.417791,-16.917529,0.000000,0.000000
4.915000,-1.647124,1.578776,3.424054,-8.219403,6.701615,-15.283815,0.000000,0.000000
4.920000,-1.639150,1.610309,3.382773,-8.291321,5.895456,-13.446551,0.000000,0.000000
4.925000,-1.631028,1.637599,3.341157,-8.353570,5.004856,-11.417130,0.000000,0.000000
4.930000,-1.622782,1.660243,3.299254,-8.405232,4.038517,-9.214483,0.000000,0.000000
4.935000,-1.614434,1.677885,3.257123,-8.445491,3.008263,-6.865065,0.000000,0.000000
4.940000,-1.606012,1.690240,3.214820,-8.473687,1.928725,-4.402128,0.000000,0.000000
4.945000,-1.597541,1.697109,3.172408,-8.489363,0.816813,-1.864460,0.000000,0.000000
4.950000,-1.589050,1.698380,3.129948,-8.492264,-0.309012,0.705363,0.000000,0.000000
4.955000,-1.580567,1.694030,3.087506,-8.482334,-1.429579,3.263032,0.000000,0.000000
4.960000,-1.572119,1.684123,3.045146,-8.459723,-2.525951,5.764821,0.000000,0.000000
4.965000,-1.563734,1.668835,3.002929,-8.424834,-3.580417,8.169976,0.000000,0.000000
4.970000,-1.555439,1.648419,2.960917,-8.378254,-4.577255,10.442584,0.000000,0.000000
4.975000,-1.547258,1.623191,2.919165,-8.320704,-5.503339,12.553047,0.000000,0.000000
4.980000,-1.539215,1.593523,2.877727,-8.253037,-6.348520,14.478970,0.000000,0.000000
4.985000,-1.531330,1.559847,2.836650,-8.176234,-7.105815,16.205537,0.000000,0.000000
4.990000,-1.523622,1.522615,2.795978,-8.091320,-7.771310,17.725261,0.000000,0.000000
4.995000,-1.516109,1.482289,2.755748,-7.999329,-8.343900,19.037291,0.000000,0.000000
5.000000,-1.508804,1.439329,2.715995,-7.901286,-8.824911,20.146448,0.000000,0.000000
