t,q_1,dq_1,q2,dq2,ddq1,ddq2,output_1,output_2,mass_matrix_11,mass_matrix_12,mass_matrix_22
4.300000,1.301192,-0.167776,-0.748598,7.434659,-6.163014,18.653498,-0.021548,0.000000,2.500000,0.219793,0.180000
4.320000,1.296615,-0.289033,-0.596244,7.796098,-5.881153,17.291764,-0.171503,0.000000,2.500000,0.248235,0.180000
4.340000,1.289703,-0.399323,-0.437022,8.117036,-5.046025,14.539657,-0.297343,0.000000,2.500000,0.271805,0.180000
4.360000,1.280795,-0.486698,-0.272038,8.366709,-3.589938,10.156367,-0.397237,0.000000,2.500000,0.288968,0.180000
4.380000,1.270468,-0.539310,-0.103041,8.513550,-1.599946,4.334178,-0.469925,0.000000,2.500000,0.298409,0.180000
4.400000,1.259510,-0.548962,0.067666,8.535385,0.646221,-2.180066,-0.514741,0.000000,2.500000,0.299313,0.180000
4.420000,1.248806,-0.514331,0.237514,8.428857,2.764193,-8.324592,-0.531618,0.000000,2.500000,0.291578,0.180000
4.440000,1.239193,-0.441448,0.404074,8.210870,4.430831,-13.218296,-0.521081,0.000000,2.500000,0.275840,0.180000
4.460000,1.231332,-0.341109,0.565402,7.910972,5.501943,-16.502424,-0.484236,0.000000,2.500000,0.253312,0.180000
4.480000,1.225652,-0.225168,0.720179,7.560681,6.006421,-18.308058,-0.422734,0.000000,2.500000,0.225506,0.180000
4.500000,1.222361,-0.103818,0.867669,7.186010,6.066485,-19.009882,-0.338736,0.000000,2.500000,0.193982,0.180000
4.520000,1.221485,0.015470,1.007578,6.804971,5.822333,-19.005603,-0.234858,0.000000,2.500000,0.160173,0.180000
4.540000,1.222933,0.127846,1.139898,6.428375,5.392705,-18.609567,-0.114114,0.000000,2.500000,0.125306,0.180000
4.560000,1.226534,0.230527,1.264781,6.061775,4.864534,-18.032900,0.020151,0.000000,2.500000,0.090379,0.180000
4.580000,1.232080,0.322164,1.382451,5.707416,4.296538,-17.401617,0.164337,0.000000,2.500000,0.056170,0.180000
4.600000,1.239344,0.402379,1.493161,5.365617,3.726433,-16.782438,0.314664,0.000000,2.500000,0.023267,0.180000
4.620000,1.248100,0.471369,1.597156,5.035831,3.177743,-16.204727,0.467257,0.000000,2.500000,-0.007907,0.180000
4.640000,1.258128,0.529723,1.694668,4.717105,2.664537,-15.676026,0.618222,0.000000,2.500000,-0.037067,0.180000
4.660000,1.269223,0.578242,1.785908,4.408487,2.194766,-15.192364,0.763736,0.000000,2.500000,-0.064037,0.180000
4.680000,1.281198,0.617831,1.871069,4.109169,1.772269,-14.744758,0.900116,0.000000,2.500000,-0.088734,0.180000
4.700000,1.293884,0.649452,1.950333,3.818518,1.397981,-14.323249,1.023904,0.000000,2.500000,-0.111147,0.180000
4.720000,1.307130,0.674064,2.023865,3.536121,1.070741,-13.919261,1.131929,0.000000,2.500000,-0.131318,0.180000
4.740000,1.320806,0.692580,2.091830,3.261680,0.787770,-13.526881,1.221374,0.000000,2.500000,-0.149333,0.180000
4.760000,1.334798,0.705844,2.154384,2.994989,0.545104,-13.143323,1.289831,0.000000,2.500000,-0.165306,0.180000
4.780000,1.349009,0.714620,2.211680,2.735882,0.337964,-12.768846,1.335342,0.000000,2.500000,-0.179371,0.180000
4.800000,1.363357,0.719564,2.263869,2.484156,0.161077,-12.406316,1.356437,0.000000,2.500000,-0.191671,0.180000
4.820000,1.377770,0.721228,2.311094,2.239520,0.009000,-12.060563,1.352159,0.000000,2.500000,-0.202352,0.180000
4.840000,1.392187,0.720054,2.353494,2.001582,-0.123581,-11.737622,1.322078,0.000000,2.500000,-0.211558,0.180000
4.860000,1.406556,0.716382,2.391198,1.769819,-0.241616,-11.444048,1.266289,0.000000,2.500000,-0.219426,0.180000
4.880000,1.420828,0.710456,2.424324,1.543579,-0.349501,-11.186303,1.185408,0.000000,2.500000,-0.226081,0.180000
4.900000,1.434960,0.702444,2.452973,1.322088,-0.450939,-10.970268,1.080548,0.000000,2.500000,-0.231637,0.180000
4.920000,1.448912,0.692443,2.477233,1.104459,-0.548872,-10.800899,0.953295,0.000000,2.500000,-0.236194,0.180000
4.940000,1.462645,0.680498,2.497171,0.889715,-0.645436,-10.682027,0.805662,0.000000,2.500000,-0.239834,0.180000
4.960000,1.476119,0.666625,2.512834,0.676823,-0.741965,-10.616230,0.640049,0.000000,2.500000,-0.242627,0.180000
4.980000,1.489297,0.650816,2.524249,0.464704,-0.839008,-10.604786,0.459181,0.000000,2.500000,-0.244626,0.180000
5.000000,1.502139,0.633062,2.531420,0.252268,-0.936359,-10.647686,0.266052,0.000000,2.500000,-0.245865,0.180000
5.020000,1.514606,0.613365,2.534330,0.038442,-1.033093,-10.743645,0.063861,0.000000,2.500000,-0.246364,0.180000
5.040000,1.526661,0.591753,2.532941,-0.177814,-1.127592,-10.890133,-0.144060,0.000000,2.500000,-0.246126,0.180000
5.060000,1.538264,0.568292,2.527195,-0.397476,-1.217574,-11.083404,-0.354314,0.000000,2.500000,-0.245136,0.180000
5.080000,1.549381,0.543100,2.517014,-0.621429,-1.300108,-11.318524,-0.563508,0.000000,2.500000,-0.243363,0.180000
5.100000,1.559978,0.516361,2.502304,-0.850455,-1.371635,-11.589425,-0.768321,0.000000,2.500000,-0.240756,0.180000
5.120000,1.570027,0.488335,2.482957,-1.085198,-1.427993,-11.888987,-0.965569,0.000000,2.500000,-0.237248,0.180000
5.140000,1.579505,0.459374,2.458854,-1.326152,-1.464456,-12.209197,-1.152270,0.000000,2.500000,-0.232754,0.180000
5.160000,1.588398,0.429924,2.429867,-1.573646,-1.475805,-12.541413,-1.325694,0.000000,2.500000,-0.227171,0.180000
5.180000,1.596702,0.400546,2.395864,-1.827830,-1.456443,-12.876751,-1.483414,0.000000,2.500000,-0.220378,0.180000
5.200000,1.604425,0.371910,2.356710,-2.088681,-1.400552,-13.206652,-1.623349,0.000000,2.500000,-0.212241,0.180000
5.220000,1.611589,0.344806,2.312273,-2.356008,-1.302319,-13.523592,-1.743798,0.000000,2.500000,-0.202613,0.180000
5.240000,1.618234,0.320137,2.262428,-2.629498,-1.156200,-13.821901,-1.843460,0.000000,2.500000,-0.191339,0.180000
5.260000,1.624417,0.298910,2.207055,-2.908744,-0.957232,-14.098667,-1.921457,0.000000,2.500000,-0.178257,0.180000
5.280000,1.630220,0.282228,2.146043,-3.193304,-0.701346,-14.354534,-1.977334,0.000000,2.500000,-0.163213,0.180000
5.300000,1.635745,0.271256,2.079290,-3.482813,-0.385640,-14.594301,-2.011061,0.000000,2.500000,-0.146059,0.180000
5.320000,1.641117,0.267210,2.006699,-3.777031,-0.008631,-14.827171,-2.023020,0.000000,2.500000,-0.126669,0.180000
5.340000,1.646487,0.271319,1.928178,-4.075943,0.429569,-15.066488,-2.013985,0.000000,2.500000,-0.104947,0.180000
5.360000,1.652032,0.284790,1.843629,-4.379843,0.927116,-15.328872,-1.985098,0.000000,2.500000,-0.080838,0.180000
5.380000,1.657949,0.308773,1.752946,-4.689371,1.480225,-15.632623,-1.937831,0.000000,2.500000,-0.054343,0.180000
5.400000,1.664460,0.344328,1.656009,-5.005541,2.082801,-15.995230,-1.873950,0.000000,2.500000,-0.025533,0.180000
5.420000,1.671806,0.392357,1.552672,-5.329667,2.725627,-16.429644,-1.795468,0.000000,2.500000,0.005437,0.180000
5.440000,1.680242,0.453528,1.442760,-5.663217,3.394842,-16.938628,-1.704598,0.000000,2.500000,0.038306,0.180000
5.460000,1.690037,0.528186,1.326071,-6.007602,4.069415,-17.506131,-1.603700,0.000000,2.500000,0.072687,0.180000
5.480000,1.701459,0.616136,1.202378,-6.363569,4.716770,-18.084050,-1.495230,0.000000,2.500000,0.108042,0.180000
5.500000,1.714764,0.716344,1.071456,-6.730378,5.286589,-18.572750,-1.381688,0.000000,2.500000,0.143654,0.180000
5.520000,1.730180,0.826584,0.933111,-7.104724,5.703421,-18.795930,-1.265563,0.000000,2.500000,0.178601,0.180000
5.540000,1.747867,0.942754,0.787268,-7.478630,5.859734,-18.475630,-1.149288,0.000000,2.500000,0.211735,0.180000
5.560000,1.767886,1.058325,0.634064,-7.837590,5.618624,-17.230316,-1.035188,0.000000,2.500000,0.241688,0.180000
5.580000,1.790134,1.163897,0.474014,-8.158840,4.839026,-14.638959,-0.925440,0.000000,2.500000,0.266923,0.180000
5.600000,1.814297,1.247710,0.308163,-8.412201,3.438275,-10.419601,-0.822034,0.000000,2.500000,0.285868,0.180000
5.620000,1.839816,1.297666,0.138195,-8.565459,1.480237,-4.695841,-0.726742,0.000000,2.500000,0.297140,0.180000
5.640000,1.865917,1.304905,-0.033623,-8.594521,-0.775197,1.840905,-0.641087,0.000000,2.500000,0.299830,0.180000
5.660000,1.891711,1.267269,-0.204714,-8.493555,-2.940717,8.122599,-0.566324,0.000000,2.500000,0.293736,0.180000
5.680000,1.916344,1.190227,-0.372597,-8.277762,-4.670155,13.201498,-0.503427,0.000000,2.500000,0.279416,0.180000
5.700000,1.939129,1.084544,-0.535254,-7.976516,-5.793560,16.644921,-0.453080,0.000000,2.500000,0.258042,0.180000
5.720000,1.959617,0.962450,-0.691306,-7.622308,-6.325793,18.546308,-0.415674,0.000000,2.500000,0.231124,0.180000
5.740000,1.977590,0.834653,-0.839978,-7.242452,-6.387849,19.280934,-0.391314,0.000000,2.500000,0.200244,0.180000
5.760000,1.993019,0.709093,-0.980962,-6.856046,-6.125428,19.265897,-0.379826,0.000000,2.500000,0.166867,0.180000
5.780000,2.006004,0.590955,-1.114253,-6.474550,-5.663999,18.837066,-0.380777,0.000000,2.500000,0.132254,0.180000
5.800000,2.016727,0.483237,-1.240016,-6.103784,-5.095958,18.222105,-0.393490,0.000000,2.500000,0.097434,0.180000
5.820000,2.025413,0.387408,-1.358492,-5.745989,-4.483796,17.557567,-0.417073,0.000000,2.500000,0.063214,0.180000
5.840000,2.032305,0.303906,-1.469944,-5.401315,-3.867668,16.915927,-0.450443,0.000000,2.500000,0.030205,0.180000
5.860000,2.037650,0.232555,-1.574627,-5.068975,-3.272755,16.328987,-0.492357,0.000000,2.500000,-0.001149,0.180000
5.880000,2.041685,0.172755,-1.672776,-4.747744,-2.714378,15.804499,-0.541443,0.000000,2.500000,-0.030541,0.180000
5.900000,2.044632,0.123674,-1.764602,-4.436411,-2.201622,15.337199,-0.596236,0.000000,2.500000,-0.057778,0.180000
5.920000,2.046697,0.084351,-1.850292,-4.133948,-1.739467,14.915753,-0.655205,0.000000,2.500000,-0.082761,0.180000
5.940000,2.048064,0.053745,-1.930014,-3.839561,-1.330040,14.527139,-0.716790,0.000000,2.500000,-0.105463,0.180000
5.960000,2.048897,0.030796,-2.003925,-3.552725,-0.973390,14.159289,-0.779428,0.000000,2.500000,-0.125914,0.180000
5.980000,2.049340,0.014467,-2.072171,-3.273118,-0.667925,13.802641,-0.841588,0.000000,2.500000,-0.144189,0.180000
6.000000,2.049513,0.003758,-2.134897,-3.000587,-0.410760,13.450870,-0.901792,0.000000,2.500000,-0.160397,0.180000
6.020000,2.049521,-0.002259,-2.192241,-2.735071,-0.197991,13.101049,-0.958644,0.000000,2.500000,-0.174663,0.180000
6.040000,2.049449,-0.004427,-2.244346,-2.476531,-0.024979,12.753396,-1.010843,0.000000,2.500000,-0.187129,0.180000
6.060000,2.049365,-0.003490,-2.291349,-2.224902,0.113375,12.410741,-1.057211,0.000000,2.500000,-0.197940,0.180000
6.080000,2.049326,-0.000088,-2.333387,-1.980037,0.222353,12.077849,-1.096696,0.000000,2.500000,-0.207239,0.180000
6.100000,2.049374,0.005243,-2.370594,-1.741683,0.307175,11.760715,-1.128390,0.000000,2.500000,-0.215164,0.180000
6.120000,2.049545,0.012071,-2.403095,-1.509460,0.372788,11.465901,-1.151531,0.000000,2.500000,-0.221844,0.180000
6.140000,2.049865,0.020057,-2.431010,-1.282854,0.423706,11.199979,-1.165511,0.000000,2.500000,-0.227395,0.180000
6.160000,2.050354,0.028948,-2.454443,-1.061227,0.463893,10.969095,-1.169872,0.000000,2.500000,-0.231917,0.180000
6.180000,2.051028,0.038564,-2.473487,-0.843821,0.496691,10.778663,-1.164305,0.000000,2.500000,-0.235499,0.180000
6.200000,2.051900,0.048784,-2.488218,-0.629780,0.524784,10.633163,-1.148648,0.000000,2.500000,-0.238211,0.180000
6.220000,2.052982,0.059537,-2.498694,-0.418172,0.550186,10.536027,-1.122874,0.000000,2.500000,-0.240108,0.180000
6.240000,2.054285,0.070783,-2.504954,-0.208001,0.574237,10.489575,-1.087088,0.000000,2.500000,-0.241230,0.180000
6.260000,2.055817,0.082502,-2.507017,0.001758,0.597618,10.494992,-1.041513,0.000000,2.500000,-0.241597,0.180000
6.280000,2.057588,0.094684,-2.504880,0.212145,0.620353,10.552312,-0.986481,0.000000,2.500000,-0.241216,0.180000
6.300000,2.059607,0.107308,-2.498520,0.424189,0.641813,10.660418,-0.922421,0.000000,2.500000,-0.240077,0.180000
6.320000,2.061883,0.120339,-2.487895,0.638885,0.660713,10.817031,-0.849849,0.000000,2.500000,-0.238152,0.180000
6.340000,2.064423,0.133707,-2.472941,0.857171,0.675110,11.018719,-0.769357,0.000000,2.500000,-0.235397,0.180000
6.360000,2.067233,0.147296,-2.453578,1.079904,0.682393,11.260916,-0.681601,0.000000,2.500000,-0.231753,0.180000
6.380000,2.070315,0.160934,-2.429710,1.307841,0.679296,11.538004,-0.587291,0.000000,2.500000,-0.227140,0.180000
6.400000,2.073669,0.174373,-2.401226,1.541614,0.661918,11.843442,-0.487186,0.000000,2.500000,-0.221466,0.180000
6.420000,2.077287,0.187285,-2.368003,1.781719,0.625783,12.170020,-0.382080,0.000000,2.500000,-0.214622,0.180000
6.440000,2.081154,0.199246,-2.329912,2.028505,0.565936,12.510228,-0.272797,0.000000,2.500000,-0.206484,0.180000
6.460000,2.085247,0.209730,-2.286817,2.282170,0.477095,12.856759,-0.160189,0.000000,2.500000,-0.196916,0.180000
6.480000,2.089529,0.218101,-2.238579,2.542775,0.353851,13.203166,-0.045123,0.000000,2.500000,-0.185774,0.180000
6.500000,2.093952,0.223619,-2.185060,2.810262,0.190924,13.544588,0.071518,0.000000,2.500000,-0.172907,0.180000
6.520000,2.098449,0.225441,-2.126124,3.084508,-0.016555,13.878506,0.188841,0.000000,2.500000,-0.158166,0.180000
6.540000,2.102939,0.222632,-2.061636,3.365357,-0.272726,14.205422,0.305947,0.000000,2.500000,-0.141410,0.180000
6.560000,2.107317,0.214185,-1.991466,3.652702,-0.580702,14.529298,0.421936,0.000000,2.500000,-0.122512,0.180000
6.580000,2.111461,0.199046,-1.915484,3.946557,-0.942287,14.857639,0.535907,0.000000,2.500000,-0.101371,0.180000
6.600000,2.115227,0.176136,-1.833559,4.247109,-1.357653,15.201054,0.646968,0.000000,2.500000,-0.077925,0.180000
6.620000,2.118448,0.144392,-1.745553,4.554784,-1.825015,15.572119,0.754236,0.000000,2.500000,-0.052160,0.180000
6.640000,2.120937,0.102817,-1.651316,4.870260,-2.340102,15.983326,0.856844,0.000000,2.500000,-0.024130,0.180000
6.660000,2.122489,0.050520,-1.550684,5.194448,-2.895324,16.443739,0.953949,0.000000,2.500000,0.006033,0.180000
6.680000,2.122882,-0.013183,-1.443473,5.528346,-3.478265,16.953766,1.044736,0.000000,2.500000,0.038094,0.180000
6.700000,2.121883,-0.088665,-1.329480,5.872821,-4.069281,17.497049,1.128431,0.000000,2.500000,0.071694,0.180000
6.720000,2.119257,-0.175809,-1.208487,6.228161,-4.637668,18.028154,1.204304,0.000000,2.500000,0.106330,0.180000
6.740000,2.114779,-0.273706,-1.080288,6.593249,-5.135996,18.454623,1.271687,0.000000,2.500000,0.141322,0.180000
6.760000,2.108250,-0.380319,-0.944714,6.964590,-5.493543,18.614013,1.329978,0.000000,2.500000,0.175792,0.180000
6.780000,2.099533,-0.491854,-0.801713,7.334372,-5.610067,18.251055,1.378655,0.000000,2.500000,0.208643,0.180000
6.800000,2.088583,-0.602266,-0.651440,7.688818,-5.358158,17.014980,1.417289,0.000000,2.500000,0.238563,0.180000
6.820000,2.075507,-0.702828,-0.494404,8.006516,-4.605070,14.514224,1.445556,0.000000,2.500000,0.264076,0.180000
6.840000,2.060609,-0.782543,-0.331613,8.259032,-3.267877,10.472782,1.463245,0.000000,2.500000,0.283655,0.180000
6.860000,2.044422,-0.829921,-0.164684,8.415573,-1.393707,4.971841,1.470273,0.000000,2.500000,0.295941,0.180000
6.880000,2.027687,-0.836205,0.004206,8.452117,0.788721,-1.383283,1.466690,0.000000,2.500000,0.299997,0.180000
6.900000,2.011267,-0.798717,0.172546,8.361168,2.920064,-7.601657,1.452693,0.000000,2.500000,0.295545,0.180000
6.920000,1.996001,-0.722047,0.337883,8.155308,4.660364,-12.747967,1.428626,0.000000,2.500000,0.283038,0.180000
6.940000,1.982580,-0.616185,0.498173,7.861729,5.824363,-16.339799,1.394988,0.000000,2.500000,0.263537,0.180000
6.960000,1.971469,-0.492984,0.651978,7.511953,6.405389,-18.406442,1.352431,0.000000,2.500000,0.238465,0.180000
6.980000,1.962904,-0.363159,0.798461,7.133430,6.509116,-19.281437,1.301760,0.000000,2.500000,0.209343,0.180000
7.000000,1.956932,-0.234870,0.937257,6.745935,6.274637,-19.368060,1.243929,0.000000,2.500000,0.177600,0.180000
7.020000,1.953462,-0.113589,1.068322,6.361674,5.826597,-19.005808,1.180029,0.000000,2.500000,0.144479,0.180000
7.040000,1.952319,-0.002597,1.191790,5.987090,5.259089,-18.432769,1.111278,0.000000,2.500000,0.110999,0.180000
7.060000,1.953278,0.096414,1.307887,5.624770,4.636730,-17.796587,1.039008,0.000000,2.500000,0.077967,0.180000
7.080000,1.956092,0.182791,1.416865,5.275089,4.001640,-17.179256,0.964641,0.000000,2.500000,0.045997,0.180000
7.100000,1.960506,0.256572,1.518970,4.937212,3.380385,-16.619907,0.889671,0.000000,2.500000,0.015541,0.180000
7.120000,1.966273,0.318212,1.614424,4.609812,2.789446,-16.131681,0.815637,0.000000,2.500000,-0.013084,0.180000
7.140000,1.973158,0.368420,1.703423,4.291478,2.238903,-15.712969,0.744099,0.000000,2.500000,-0.039671,0.180000
7.160000,1.980940,0.408076,1.786134,3.980893,1.734709,-15.354604,0.676604,0.000000,2.500000,-0.064103,0.180000
7.180000,1.989417,0.438141,1.862702,3.676973,1.280113,-15.044366,0.614659,0.000000,2.500000,-0.086333,0.180000
7.200000,1.998408,0.459620,1.933252,3.378879,0.876453,-14.769781,0.559696,0.000000,2.500000,-0.106371,0.180000
7.220000,2.007752,0.473536,1.997893,3.086010,0.523632,-14.519811,0.513046,0.000000,2.500000,-0.124269,0.180000
7.240000,2.017306,0.480897,2.056725,2.797982,0.220430,-14.285774,0.475899,0.000000,2.500000,-0.140109,0.180000
7.260000,2.026950,0.482672,2.109842,2.514525,-0.035314,-14.061765,0.449284,0.000000,2.500000,-0.153995,0.180000
7.280000,2.036582,0.479782,2.157335,2.235467,-0.246469,-13.844646,0.434034,0.000000,2.500000,-0.166044,0.180000
7.300000,2.046116,0.473087,2.199289,1.960692,-0.416407,-13.633778,0.430764,0.000000,2.500000,-0.176378,0.180000
7.320000,2.055485,0.463376,2.235790,1.690065,-0.548824,-13.430574,0.439850,0.000000,2.500000,-0.185116,0.180000
7.340000,2.064636,0.451359,2.266918,1.423400,-0.647532,-13.237967,0.461411,0.000000,2.500000,-0.192374,0.180000
7.360000,2.073528,0.437674,2.292751,1.160450,-0.716277,-13.059851,0.495296,0.000000,2.500000,-0.198256,0.180000
7.380000,2.082135,0.422884,2.313359,0.900880,-0.758588,-12.900569,0.541078,0.000000,2.500000,-0.202853,0.180000
7.400000,2.090440,0.407485,2.328806,0.644271,-0.777641,-12.764482,0.598054,0.000000,2.500000,-0.206243,0.180000
7.420000,2.098434,0.391915,2.339146,0.390120,-0.776171,-12.655605,0.665244,0.000000,2.500000,-0.208485,0.180000
7.440000,2.106118,0.376560,2.344423,0.137844,-0.756392,-12.577344,0.741409,0.000000,2.500000,-0.209620,0.180000
7.460000,2.113500,0.361770,2.344668,-0.113196,-0.719951,-12.532318,0.825060,0.000000,2.500000,-0.209673,0.180000
7.480000,2.120595,0.347866,2.339899,-0.363682,-0.667892,-12.522236,0.914488,0.000000,2.500000,-0.208647,0.180000
7.500000,2.127423,0.335156,2.330120,-0.614324,-0.600638,-12.547850,1.007785,0.000000,2.500000,-0.206529,0.180000
7.520000,2.134011,0.323943,2.315320,-0.865833,-0.517982,-12.608956,1.102881,0.000000,2.500000,-0.203287,0.180000
7.540000,2.140392,0.314545,2.295476,-1.118911,-0.419091,-12.704461,1.197584,0.000000,2.500000,-0.198869,0.180000
7.560000,2.146607,0.307297,2.270549,-1.374229,-0.302529,-12.832504,1.289614,0.000000,2.500000,-0.193209,0.180000
7.580000,2.152701,0.302574,2.240488,-1.632412,-0.166296,-12.990662,1.376659,0.000000,2.500000,-0.186223,0.180000
7.600000,2.158729,0.300793,2.205229,-1.894038,-0.007897,-13.176219,1.456413,0.000000,2.500000,-0.177816,0.180000
7.620000,2.164756,0.302425,2.164700,-2.159626,0.175558,-13.386531,1.526627,0.000000,2.500000,-0.167880,0.180000
7.640000,2.170853,0.308003,2.118815,-2.429649,0.387230,-13.619440,1.585162,0.000000,2.500000,-0.156299,0.180000
7.660000,2.177106,0.318124,2.067481,-2.704547,0.630377,-13.873742,1.630031,0.000000,2.500000,-0.142954,0.180000
7.680000,2.183612,0.333450,2.010598,-2.984743,0.908167,-14.149639,1.659448,0.000000,2.500000,-0.127728,0.180000
7.700000,2.190483,0.354701,1.948053,-3.270687,1.223448,-14.449106,1.671870,0.000000,2.500000,-0.110512,0.180000
7.720000,2.197845,0.382652,1.879728,-3.562890,1.578496,-14.776091,1.666035,0.000000,2.500000,-0.091212,0.180000
7.740000,2.205840,0.418114,1.805492,-3.861954,1.974705,-15.136415,1.641000,0.000000,2.500000,-0.069764,0.180000
7.760000,2.214625,0.461918,1.725200,-4.168618,2.412206,-15.537201,1.596164,0.000000,2.500000,-0.046137,0.180000
7.780000,2.224377,0.514869,1.638691,-4.483761,2.889311,-15.985635,1.531291,0.000000,2.500000,-0.020353,0.180000
7.800000,2.235286,0.577718,1.545786,-4.808377,3.401676,-16.486665,1.446526,0.000000,2.500000,0.007502,0.180000
7.820000,2.247556,0.651114,1.446285,-5.143566,3.941066,-17.039160,1.342401,0.000000,2.500000,0.037257,0.180000
7.840000,2.261404,0.735463,1.339966,-5.490241,4.493133,-17.629621,1.219829,0.000000,2.500000,0.068636,0.180000
7.860000,2.277048,0.830771,1.226596,-5.848779,5.034130,-18.222228,1.080103,0.000000,2.500000,0.101233,0.180000
7.880000,2.294704,0.936494,1.105940,-6.218631,5.526432,-18.744149,0.924869,0.000000,2.500000,0.134488,0.180000
7.900000,2.314568,1.051130,0.977791,-6.597243,5.912118,-19.065182,0.756107,0.000000,2.500000,0.167657,0.180000
7.920000,2.336789,1.171714,0.842031,-6.978533,6.106373,-18.974611,0.576092,0.000000,2.500000,0.199785,0.180000
7.940000,2.361444,1.293351,0.698704,-7.351453,5.995736,-18.168067,0.387361,0.000000,2.500000,0.229703,0.180000
7.960000,2.388482,1.408635,0.548147,-7.697987,5.449207,-16.271515,0.192657,0.000000,2.500000,0.256047,0.180000
7.980000,2.417681,1.507659,0.391129,-7.992735,4.356693,-12.945934,-0.005112,0.000000,2.500000,0.277344,0.180000
8.000000,2.448604,1.579093,0.228984,-8.205522,2.698424,-8.091245,-0.202937,0.000000,2.500000,0.292169,0.180000
8.020000,2.480592,1.612721,0.063644,-8.308440,0.614715,-2.062320,-0.397764,0.000000,2.500000,0.299393,0.180000
8.040000,2.512821,1.602844,-0.102511,-8.285663,-1.592548,4.313428,-0.586556,0.000000,2.500000,0.298425,0.180000
8.060000,2.544422,1.550592,-0.266961,-8.140245,-3.567237,10.047949,-0.766352,0.000000,2.500000,0.289373,0.180000
8.080000,2.574612,1.463482,-0.427439,-7.892843,-5.049143,14.435873,-0.934332,0.000000,2.500000,0.273009,0.180000
8.100000,2.602802,1.352528,-0.582194,-7.573237,-5.950969,17.274503,-1.087872,0.000000,2.500000,0.250577,0.180000
8.120000,2.628629,1.228949,-0.730084,-7.210893,-6.329040,18.764152,-1.224604,0.000000,2.500000,0.223535,0.180000
8.140000,2.651938,1.102033,-0.870502,-6.829179,-6.307079,19.276322,-1.342462,0.000000,2.500000,0.193333,0.180000
8.160000,2.672733,0.978466,-1.003229,-6.443912,-6.014511,19.175329,-1.439731,0.000000,2.500000,0.161275,0.180000
8.180000,2.691128,0.862543,-1.128298,-6.064363,-5.557151,18.741184,-1.515084,0.000000,2.500000,0.128460,0.180000
8.200000,2.707303,0.756764,-1.245874,-5.695223,-5.011362,18.160833,-1.567614,0.000000,2.500000,0.095771,0.180000
8.220000,2.721475,0.662335,-1.356188,-5.338148,-4.428217,17.546687,-1.596856,0.000000,2.500000,0.063890,0.180000
8.240000,2.733875,0.579660,-1.459481,-4.993159,-3.840478,16.959844,-1.602799,0.000000,2.500000,0.033326,0.180000
8.260000,2.744738,0.508613,-1.555989,-4.659383,-3.268446,16.428868,-1.585894,0.000000,2.500000,0.004442,0.180000
8.280000,2.754294,0.448736,-1.645923,-4.335570,-2.724340,15.963086,-1.547044,0.000000,2.500000,-0.022517,0.180000
8.300000,2.762758,0.399400,-1.729469,-4.020425,-2.215274,15.561224,-1.487593,0.000000,2.500000,-0.047402,0.180000
8.320000,2.770335,0.359866,-1.806789,-3.712736,-1.745063,15.216803,-1.409300,0.000000,2.500000,-0.070143,0.180000
8.340000,2.777213,0.329330,-1.878021,-3.411425,-1.315374,14.921454,-1.314305,0.000000,2.500000,-0.090724,0.180000
8.360000,2.783563,0.306978,-1.943283,-3.115607,-0.926468,14.666850,-1.205088,0.000000,2.500000,-0.109180,0.180000
8.380000,2.789541,0.292003,-2.002677,-2.824533,-0.577619,14.445781,-1.084424,0.000000,2.500000,-0.125574,0.180000
8.400000,2.795287,0.283616,-2.056292,-2.537590,-0.267444,14.252654,-0.955320,0.000000,2.500000,-0.139994,0.180000
8.420000,2.800925,0.281060,-2.104205,-2.254264,0.005859,14.083607,-0.820961,0.000000,2.500000,-0.152541,0.180000
8.440000,2.806564,0.283618,-2.146483,-1.974101,0.244324,13.936370,-0.684643,0.000000,2.500000,-0.163323,0.180000
8.460000,2.812299,0.290615,-2.183187,-1.696672,0.450050,13.809982,-0.549703,0.000000,2.500000,-0.172448,0.180000
8.480000,2.818213,0.301415,-2.214366,-1.421563,0.625035,13.704422,-0.419456,0.000000,2.500000,-0.180016,0.180000
8.500000,2.824377,0.315423,-2.240062,-1.148352,0.771060,13.620224,-0.297118,0.000000,2.500000,-0.186123,0.180000
8.520000,2.830848,0.332075,-2.260310,-0.876606,0.889574,13.558124,-0.185745,0.000000,2.500000,-0.190849,0.180000
8.540000,2.837674,0.350830,-2.275133,-0.605876,0.981618,13.518750,-0.088168,0.000000,2.500000,-0.194259,0.180000
8.560000,2.844892,0.371166,-2.284548,-0.335703,1.047767,13.502386,-0.006927,0.000000,2.500000,-0.196402,0.180000
8.580000,2.852528,0.392569,-2.288562,-0.065628,1.088097,13.508824,0.055776,0.000000,2.500000,-0.197311,0.180000
8.600000,2.860598,0.414516,-2.287171,0.204797,1.102173,13.537272,0.098128,0.000000,2.500000,-0.196996,0.180000
8.620000,2.869108,0.436474,-2.280365,0.476000,1.089064,13.586369,0.118746,0.000000,2.500000,-0.195452,0.180000
8.640000,2.878053,0.457888,-2.268123,0.748377,1.047368,13.654263,0.116707,0.000000,2.500000,-0.192651,0.180000
8.660000,2.887416,0.478166,-2.250419,1.022282,0.975263,13.738776,0.091570,0.000000,2.500000,-0.188550,0.180000
8.680000,2.897168,0.496681,-2.227220,1.298024,0.870582,13.837653,0.043387,0.000000,2.500000,-0.183086,0.180000
